month,day,amount,time,Global,diffuse,wind speed,temperature,15 kw power
1,1,1,5,0,0,0,0.3,0
1,1,1,10,0,0,0,0.3,0
1,1,1,15,0,0,0,0.5,0
1,1,1,20,0,0,0,0.1,0
1,1,1,25,0,0,0,0.4,0
1,1,1,30,0,0,0,0.2,0
1,1,1,35,0,0,0,0,0
1,1,1,40,0,0,0.1,-0.5,0
1,1,1,45,0,0,0,-0.7,0
1,1,1,50,0,0,0,-0.6,0
1,1,1,55,0,0,0,-0.8,0
1,1,1,100,0,0,0,-0.8,0
1,1,1,105,0,0,0,-0.8,0
1,1,1,110,0,0,0,-1,0
1,1,1,115,0,0,0,-0.6,0
1,1,1,120,0,0,0,-0.4,0
1,1,1,125,0,0,0,-0.5,0
1,1,1,130,0,0,0,-0.5,0
1,1,1,135,0,0,0,-0.7,0
1,1,1,140,0,0,0,-0.4,0
1,1,1,145,0,0,0,-0.3,0
1,1,1,150,0,0,0,-0.1,0
1,1,1,155,0,0,0,-0.7,0
1,1,1,200,0,0,0,-0.5,0
1,1,1,205,0,0,0,-0.6,0
1,1,1,210,0,0,0,-0.6,0
1,1,1,215,0,0,0,-1,0
1,1,1,220,0,0,0,-1.1,0
1,1,1,225,0,0,0,-1.3,0
1,1,1,230,0,0,0,-1.2,0
1,1,1,235,0,0,0,-1,0
1,1,1,240,0,0,0,-0.9,0
1,1,1,245,0,0,0,-0.9,0
1,1,1,250,0,0,0,-0.8,0
1,1,1,255,0,0,0,-1,0
1,1,1,300,0,0,0,-0.8,0
1,1,1,305,0,0,0,-0.9,0
1,1,1,310,0,0,0,-0.8,0
1,1,1,315,0,0,0,-0.7,0
1,1,1,320,0,0,0,-1,0
1,1,1,325,0,0,0,-1.2,0
1,1,1,330,0,0,0,-1,0
1,1,1,335,0,0,0,-0.9,0
1,1,1,340,0,0,0,-1.2,0
1,1,1,345,0,0,0,-1.3,0
1,1,1,350,0,0,0,-1.4,0
1,1,1,355,0,0,0,-1.4,0
1,1,1,400,0,0,0,-1.4,0
1,1,1,405,0,0,0.1,-1.4,0
1,1,1,410,0,0,0,-1.5,0
1,1,1,415,0,0,0,-1.7,0
1,1,1,420,0,0,0,-1.8,0
1,1,1,425,0,0,0,-1.9,0
1,1,1,430,0,0,0,-2,0
1,1,1,435,0,0,0,-2,0
1,1,1,440,0,0,0,-2,0
1,1,1,445,0,0,0,-2,0
1,1,1,450,0,0,0,-2.1,0
1,1,1,455,0,0,0,-1.4,0
1,1,1,500,0,0,0,-1.4,0
1,1,1,505,0,0,0,-1.5,0
1,1,1,510,0,0,0,-1.7,0
1,1,1,515,0,0,0,-1.8,0
1,1,1,520,0,0,0,-2,0
1,1,1,525,0,0,0,-2,0
1,1,1,530,0,0,0,-1.9,0
1,1,1,535,0,0,0,-1.8,0
1,1,1,540,0,0,0,-1.6,0
1,1,1,545,0,0,0,-2.2,0
1,1,1,550,0,0,0,-2.1,0
1,1,1,555,0,0,0,-1.9,0
1,1,1,600,0,0,0,-1.7,0
1,1,1,605,0,0,0,-1.9,0
1,1,1,610,0,0,0,-1.7,0
1,1,1,615,0,0,0,-1.6,0
1,1,1,620,0,0,0,-1.4,0
1,1,1,625,0,0,0.1,-1.3,0
1,1,1,630,0,0,0,-1.3,0
1,1,1,635,0,0,0,-1.5,0
1,1,1,640,0,0,0.4,-1.6,0
1,1,1,645,0,0,0,-1.4,0
1,1,1,650,0,0,0,-1.3,0
1,1,1,655,0,0,0,-1.3,0
1,1,1,700,0,0,0,-0.9,0
1,1,1,705,0,0,0.1,-1,0
1,1,1,710,0,0,0,-1,0
1,1,1,715,0,0,0,-0.8,0
1,1,1,720,0,0,0,-0.8,0
1,1,1,725,0,0,0,-0.9,0
1,1,1,730,1,1,0,-1,0
1,1,1,735,1,1,0,-0.9,0
1,1,1,740,2,2,0,-0.6,0
1,1,1,745,2,2,0,-0.8,0
1,1,1,750,3,3,0,-0.8,0
1,1,1,755,4,4,0,-0.9,0
1,1,1,800,8,8,0,-1.1,0
1,1,1,805,14,14,0,-1.1,0
1,1,1,810,17,17,0,-1.2,0
1,1,1,815,22,22,0,-1,0
1,1,1,820,28,28,0,-1,0
1,1,1,825,47,47,0,-1,0
1,1,1,830,62,61,0,-0.9,0
1,1,1,835,74,70,0.8,-0.7,51
1,1,1,840,91,90,0.1,-0.6,104
1,1,1,845,87,83,0,-0.4,64
1,1,1,850,74,71,0,0.2,22
1,1,1,855,52,49,0,0.7,0
1,1,1,900,41,41,0,0.5,0
1,1,1,905,56,55,0,0.3,0
1,1,1,910,49,48,0,0.7,0
1,1,1,915,74,74,0.3,0.2,68
1,1,1,920,91,91,0.1,-0.2,225
1,1,1,925,105,104,0.7,-0.4,420
1,1,1,930,104,102,0.1,-0.2,384
1,1,1,935,120,118,0.1,0.2,672
1,1,1,940,215,158,0.6,0.8,2397
1,1,1,945,288,160,0,1.7,4753
1,1,1,950,373,187,0.1,2.3,6378
1,1,1,955,350,220,0,2.2,5844
1,1,1,1000,127,122,0,2.2,1295
1,1,1,1005,90,88,0,2.5,715
1,1,1,1010,68,68,0.3,1.7,471
1,1,1,1015,100,100,0.4,1.8,1013
1,1,1,1020,88,86,0.1,1.8,741
1,1,1,1025,76,76,0,2,590
1,1,1,1030,67,66,0,2.2,417
1,1,1,1035,62,62,0,2.1,365
1,1,1,1040,73,73,0,2,613
1,1,1,1045,83,82,0,2.2,675
1,1,1,1050,70,69,0,1.8,453
1,1,1,1055,49,47,0,1.6,113
1,1,1,1100,37,37,0,1.7,9
1,1,1,1105,33,33,0,1.8,0
1,1,1,1110,32,32,0.3,1.4,3
1,1,1,1115,36,36,0.9,0.7,17
1,1,1,1120,42,42,1.7,-0.4,32
1,1,1,1125,73,73,1.6,-1,66
1,1,1,1130,100,100,1,-0.9,148
1,1,1,1135,116,114,0.5,-0.7,125
1,1,1,1140,118,115,0.6,-0.6,73
1,1,1,1145,80,79,0.8,-0.5,0
1,1,1,1150,74,73,0.4,-0.4,0
1,1,1,1155,112,112,0.1,-0.3,126
1,1,1,1200,156,153,0,-0.1,264
1,1,1,1205,214,203,0.3,-0.1,917
1,1,1,1210,186,176,0.3,0.1,523
1,1,1,1215,149,149,0.2,0,464
1,1,1,1220,171,171,0,0.1,742
1,1,1,1225,242,241,0,0.3,1737
1,1,1,1230,272,248,0.1,0.5,2606
1,1,1,1235,263,253,0.1,0.7,4963
1,1,1,1240,382,283,0.1,0.7,7130
1,1,1,1245,423,223,0.6,1,8630
1,1,1,1250,294,203,0.2,1.2,4887
1,1,1,1255,236,202,0.2,1.3,2892
1,1,1,1300,147,140,0.2,1.3,1554
1,1,1,1305,114,114,0.5,1.2,1279
1,1,1,1310,116,114,0.7,0.8,1173
1,1,1,1315,116,116,0.7,0.7,1292
1,1,1,1320,135,134,0.5,0.7,1579
1,1,1,1325,145,143,0.3,0.9,1670
1,1,1,1330,137,137,0.4,1.1,1679
1,1,1,1335,188,186,0.6,1.1,2352
1,1,1,1340,139,134,1,1.2,1374
1,1,1,1345,119,119,1.1,1.3,1353
1,1,1,1350,224,186,1,1.3,4152
1,1,1,1355,245,220,1.3,1.4,3298
1,1,1,1400,213,201,0.9,1.5,2740
1,1,1,1405,143,140,0.5,1.6,1509
1,1,1,1410,122,121,0.4,1.4,1269
1,1,1,1415,119,118,0.7,1.2,1219
1,1,1,1420,106,106,0.4,1.1,977
1,1,1,1425,118,118,0.3,1.1,1220
1,1,1,1430,120,119,0.2,1.2,1156
1,1,1,1435,97,95,0.2,1.3,762
1,1,1,1440,76,74,0,1.4,406
1,1,1,1445,49,47,0.1,1.5,41
1,1,1,1450,31,29,0.1,1.5,0
1,1,1,1455,14,13,1.1,1.3,0
1,1,1,1500,10,9,0.7,0.8,0
1,1,1,1505,14,14,1.1,0.4,0
1,1,1,1510,49,49,0.3,0.3,93
1,1,1,1515,85,85,0.3,0.4,899
1,1,1,1520,106,105,0,0.6,1134
1,1,1,1525,99,97,0.1,0.9,864
1,1,1,1530,85,84,0.2,1.2,712
1,1,1,1535,69,68,0.6,1.3,378
1,1,1,1540,55,54,0.3,1.2,117
1,1,1,1545,39,38,0.1,1.2,1
1,1,1,1550,34,34,0,1.1,0
1,1,1,1555,32,32,0.3,1,0
1,1,1,1600,37,37,0.4,0.9,28
1,1,1,1605,44,43,0.1,0.9,68
1,1,1,1610,39,39,0.1,0.9,3
1,1,1,1615,32,31,0.8,0.7,0
1,1,1,1620,20,19,0,0.6,0
1,1,1,1625,15,15,0,0.6,0
1,1,1,1630,14,13,0,0.6,0
1,1,1,1635,12,12,0,0.7,0
1,1,1,1640,9,9,0,0.9,0
1,1,1,1645,7,6,0.4,0.7,0
1,1,1,1650,4,4,0.2,0.6,0
1,1,1,1655,2,2,0,0.6,0
1,1,1,1700,1,1,0.1,0.5,0
1,1,1,1705,1,1,0,0.5,0
1,1,1,1710,1,0,0,0.3,0
1,1,1,1715,0,0,0.1,0.3,0
1,1,1,1720,0,0,0,0.3,0
1,1,1,1725,0,0,0,0.4,0
1,1,1,1730,0,0,0,0.4,0
1,1,1,1735,0,0,0,0.3,0
1,1,1,1740,0,0,0,0.3,0
1,1,1,1745,0,0,0,0.2,0
1,1,1,1750,0,0,0,0.3,0
1,1,1,1755,0,0,0,0.3,0
1,1,1,1800,0,0,0,0.2,0
1,1,1,1805,0,0,0,0.1,0
1,1,1,1810,0,0,0.2,0.2,0
1,1,1,1815,0,0,0.1,0.1,0
1,1,1,1820,0,0,0.1,0.1,0
1,1,1,1825,0,0,0,0.2,0
1,1,1,1830,0,0,0.1,0.1,0
1,1,1,1835,0,0,0.3,0,0
1,1,1,1840,0,0,0,-0.2,0
1,1,1,1845,0,0,0,-0.2,0
1,1,1,1850,0,0,0,-0.3,0
1,1,1,1855,0,0,0.3,-0.1,0
1,1,1,1900,0,0,0,0,0
1,1,1,1905,0,0,0,-0.1,0
1,1,1,1910,0,0,0,-0.1,0
1,1,1,1915,0,0,0,-0.1,0
1,1,1,1920,0,0,0,-0.3,0
1,1,1,1925,0,0,0.1,-0.4,0
1,1,1,1930,0,0,0,-0.4,0
1,1,1,1935,0,0,0,-0.4,0
1,1,1,1940,0,0,0,-0.2,0
1,1,1,1945,0,0,0,-0.8,0
1,1,1,1950,0,0,0,-0.7,0
1,1,1,1955,0,0,0,-0.9,0
1,1,1,2000,0,0,0,-1.1,0
1,1,1,2005,0,0,0,-0.8,0
1,1,1,2010,0,0,0,-0.9,0
1,1,1,2015,0,0,0,-1.1,0
1,1,1,2020,0,0,0,-1.2,0
1,1,1,2025,0,0,0,-1.2,0
1,1,1,2030,0,0,0.4,-1.1,0
1,1,1,2035,0,0,0,-0.9,0
1,1,1,2040,0,0,0,-0.8,0
1,1,1,2045,0,0,0,-0.7,0
1,1,1,2050,0,0,0,-0.4,0
1,1,1,2055,0,0,0,-0.7,0
1,1,1,2100,0,0,0.2,-0.6,0
1,1,1,2105,0,0,0,-0.5,0
1,1,1,2110,0,0,0,-0.8,0
1,1,1,2115,0,0,0,-0.8,0
1,1,1,2120,0,0,0,-0.4,0
1,1,1,2125,0,0,0.2,-0.3,0
1,1,1,2130,0,0,0,-0.6,0
1,1,1,2135,0,0,0,-0.6,0
1,1,1,2140,0,0,0,-0.7,0
1,1,1,2145,0,0,0,-0.8,0
1,1,1,2150,0,0,0,-1,0
1,1,1,2155,0,0,0,-1,0
1,1,1,2200,0,0,0,-0.8,0
1,1,1,2205,0,0,0,-0.7,0
1,1,1,2210,0,0,0,-1,0
1,1,1,2215,0,0,0,-0.9,0
1,1,1,2220,0,0,0,-1,0
1,1,1,2225,0,0,0,-0.9,0
1,1,1,2230,0,0,0.5,-1,0
1,1,1,2235,0,0,0.1,-1,0
1,1,1,2240,0,0,0,-1.1,0
1,1,1,2245,0,0,0.1,-1.3,0
1,1,1,2250,0,0,0,-1.5,0
1,1,1,2255,0,0,0,-1.2,0
1,1,1,2300,0,0,0,-1.3,0
1,1,1,2305,0,0,0,-1.5,0
1,1,1,2310,0,0,0,-1.5,0
1,1,1,2315,0,0,0,-1.6,0
1,1,1,2320,0,0,0,-1.8,0
1,1,1,2325,0,0,0,-1.5,0
1,1,1,2330,0,0,0.3,-1.6,0
1,1,1,2335,0,0,0.4,-1.8,0
1,1,1,2340,0,0,0,-1.5,0
1,1,1,2345,0,0,0,-1.5,0
1,1,1,2350,0,0,0,-1.5,0
1,1,1,2355,0,0,0,-1.7,0
1,1,1,2400,0,0,0,-1.9,0
1,2,2,5,0,0,0,-1.6,0
1,2,2,10,0,0,0,-1.7,0
1,2,2,15,0,0,0,-1.6,0
1,2,2,20,0,0,0.6,-1.5,0
1,2,2,25,0,0,0.2,-1.8,0
1,2,2,30,0,0,0.3,-1.1,0
1,2,2,35,0,0,0.1,-1.4,0
1,2,2,40,0,0,0,-1.8,0
1,2,2,45,0,0,0,-1.7,0
1,2,2,50,0,0,0.3,-1.8,0
1,2,2,55,0,0,0.1,-1.7,0
1,2,2,100,0,0,0,-1.4,0
1,2,2,105,0,0,0,-1.4,0
1,2,2,110,0,0,0,-1.3,0
1,2,2,115,0,0,0,-1.6,0
1,2,2,120,0,0,0,-1.9,0
1,2,2,125,0,0,0,-1.8,0
1,2,2,130,0,0,0,-1.8,0
1,2,2,135,0,0,0,-1.8,0
1,2,2,140,0,0,0.1,-2,0
1,2,2,145,0,0,0,-2,0
1,2,2,150,0,0,0,-2.1,0
1,2,2,155,0,0,0.1,-1.7,0
1,2,2,200,0,0,0,-1.6,0
1,2,2,205,0,0,0,-1.2,0
1,2,2,210,0,0,0,-0.9,0
1,2,2,215,0,0,0,-1.6,0
1,2,2,220,0,0,0,-1.9,0
1,2,2,225,0,0,0,-1.9,0
1,2,2,230,0,0,0,-2.1,0
1,2,2,235,0,0,0,-2.2,0
1,2,2,240,0,0,0,-1.7,0
1,2,2,245,0,0,0.1,-1.4,0
1,2,2,250,0,0,0.4,-1.2,0
1,2,2,255,0,0,0,-1.3,0
1,2,2,300,0,0,0,-1.4,0
1,2,2,305,0,0,0.1,-1.6,0
1,2,2,310,0,0,0,-1.5,0
1,2,2,315,0,0,0,-1.6,0
1,2,2,320,0,0,0,-1.5,0
1,2,2,325,0,0,0,-1.7,0
1,2,2,330,0,0,0,-1.8,0
1,2,2,335,0,0,0,-2.3,0
1,2,2,340,0,0,0,-2.3,0
1,2,2,345,0,0,0,-2.2,0
1,2,2,350,0,0,0,-2.1,0
1,2,2,355,0,0,0,-2.5,0
1,2,2,400,0,0,0,-2.5,0
1,2,2,405,0,0,0,-2.8,0
1,2,2,410,0,0,0,-3.1,0
1,2,2,415,0,0,0.4,-3,0
1,2,2,420,0,0,0,-3.2,0
1,2,2,425,0,0,0,-3.3,0
1,2,2,430,0,0,0,-3.1,0
1,2,2,435,0,0,0,-2.9,0
1,2,2,440,0,0,0,-2.8,0
1,2,2,445,0,0,0,-2.6,0
1,2,2,450,0,0,0,-2.6,0
1,2,2,455,0,0,0,-2.5,0
1,2,2,500,0,0,0,-2.2,0
1,2,2,505,0,0,0.1,-2,0
1,2,2,510,0,0,0.9,-2,0
1,2,2,515,0,0,0.1,-1.8,0
1,2,2,520,0,0,0.2,-1.4,0
1,2,2,525,0,0,0.2,-1.3,0
1,2,2,530,0,0,0,-0.8,0
1,2,2,535,0,0,0,-0.8,0
1,2,2,540,0,0,0.1,-1.1,0
1,2,2,545,0,0,0.9,-0.8,0
1,2,2,550,0,0,1.1,-0.6,0
1,2,2,555,0,0,1.1,-0.6,0
1,2,2,600,0,0,0.4,-0.4,0
1,2,2,605,0,0,0.2,-0.5,0
1,2,2,610,0,0,0.9,-0.6,0
1,2,2,615,0,0,1.4,-0.6,0
1,2,2,620,0,0,0.8,-0.6,0
1,2,2,625,0,0,0.4,-0.2,0
1,2,2,630,0,0,0.1,-0.4,0
1,2,2,635,0,0,0,-0.9,0
1,2,2,640,0,0,0,-1.2,0
1,2,2,645,0,0,0,-1.2,0
1,2,2,650,0,0,0,-1.2,0
1,2,2,655,0,0,0,-1.3,0
1,2,2,700,0,0,0,-1.3,0
1,2,2,705,0,0,0,-1,0
1,2,2,710,0,0,0,-1.3,0
1,2,2,715,0,0,0.3,-1.5,0
1,2,2,720,0,0,0.4,-1.2,0
1,2,2,725,0,0,0.9,-0.9,0
1,2,2,730,1,1,0.6,-0.8,0
1,2,2,735,2,2,1,-0.6,0
1,2,2,740,3,3,1.3,-0.7,0
1,2,2,745,6,6,1.6,-0.5,0
1,2,2,750,11,11,2.3,-0.1,0
1,2,2,755,17,17,1.5,-0.1,0
1,2,2,800,30,30,1.7,-0.3,0
1,2,2,805,36,35,1.6,-0.2,0
1,2,2,810,38,38,1.4,-0.1,0
1,2,2,815,46,40,1.2,0,22
1,2,2,820,93,41,1.4,0.4,230
1,2,2,825,52,41,1.5,0.5,3
1,2,2,830,39,39,1.1,0.5,0
1,2,2,835,36,36,0.9,0.4,0
1,2,2,840,31,30,1.6,0.4,0
1,2,2,845,44,44,1.8,0.6,58
1,2,2,850,71,71,1.6,0.6,312
1,2,2,855,137,73,2.1,0.6,1126
1,2,2,900,225,62,1.9,0.9,1799
1,2,2,905,227,57,1.2,1,2263
1,2,2,910,227,55,1.3,1.4,3110
1,2,2,915,223,56,1.7,1.4,3016
1,2,2,920,155,65,2,1.2,1956
1,2,2,925,150,86,1.3,1.2,2175
1,2,2,930,199,117,2,1.4,3190
1,2,2,935,244,136,2.4,1.5,4094
1,2,2,940,311,150,2.9,1.6,4756
1,2,2,945,162,140,2.4,1.5,2089
1,2,2,950,165,123,1.8,1.5,2566
1,2,2,955,154,120,1.9,1.4,2420
1,2,2,1000,242,137,2.3,1.5,5391
1,2,2,1005,373,141,2,1.6,7850
1,2,2,1010,349,113,2,1.7,7140
1,2,2,1015,379,93,1.9,1.6,8170
1,2,2,1020,393,118,2.4,1.9,8400
1,2,2,1025,404,132,2.8,1.8,8310
1,2,2,1030,373,106,2.1,2,7980
1,2,2,1035,395,96,2.5,1.7,8540
1,2,2,1040,422,124,2,1.9,9180
1,2,2,1045,447,173,2,2.1,9250
1,2,2,1050,492,217,2.5,2.3,9580
1,2,2,1055,387,237,3.4,2.2,6738
1,2,2,1100,341,239,3.1,2.4,6029
1,2,2,1105,374,261,3.4,2.6,6359
1,2,2,1110,303,273,3.4,2.4,5238
1,2,2,1115,439,295,3.4,2.4,8390
1,2,2,1120,501,252,3,2.7,10040
1,2,2,1125,538,210,3.3,2.8,10720
1,2,2,1130,506,159,2,3.1,10220
1,2,2,1135,477,135,2,3.3,9950
1,2,2,1140,429,184,2.3,3.2,8390
1,2,2,1145,433,207,3,3.2,8520
1,2,2,1150,327,198,1.9,3,5226
1,2,2,1155,166,151,2.4,3.2,1963
1,2,2,1200,124,121,2.4,3,1214
1,2,2,1205,100,99,1.7,2.9,891
1,2,2,1210,84,84,2.2,2.9,714
1,2,2,1215,92,92,2.8,2.7,863
1,2,2,1220,92,91,2.8,2.7,802
1,2,2,1225,98,98,1.4,2.7,1023
1,2,2,1230,140,140,0.6,3.1,1890
1,2,2,1235,205,205,0.9,2.7,2736
1,2,2,1240,204,203,0.6,2.6,2524
1,2,2,1245,196,196,0.5,2.7,2577
1,2,2,1250,230,230,1.3,2.8,3275
1,2,2,1255,249,246,0.5,2.6,3330
1,2,2,1300,257,233,0.7,2.9,4011
1,2,2,1305,290,262,0.7,3.2,4816
1,2,2,1310,378,274,1,3,7010
1,2,2,1315,397,250,1,3.3,6630
1,2,2,1320,210,201,1.9,3.2,2515
1,2,2,1325,169,168,1.7,2.8,1896
1,2,2,1330,151,150,1.8,3,1643
1,2,2,1335,140,139,1.4,3,1503
1,2,2,1340,147,141,1.7,2.9,2411
1,2,2,1345,257,214,1.2,3.1,4028
1,2,2,1350,259,229,1.4,3.4,4074
1,2,2,1355,245,218,1,3.4,3339
1,2,2,1400,168,165,2.2,3.5,1867
1,2,2,1405,127,124,2.2,3.2,1106
1,2,2,1410,90,88,2,2.9,612
1,2,2,1415,80,79,1.9,2.8,514
1,2,2,1420,73,73,1.9,2.8,474
1,2,2,1425,83,83,1.5,2.8,850
1,2,2,1430,133,130,1.2,2.9,1385
1,2,2,1435,71,65,0.3,2.8,271
1,2,2,1440,48,48,0.2,3.1,167
1,2,2,1445,51,50,0.1,2.8,163
1,2,2,1450,48,48,0,2.7,179
1,2,2,1455,54,53,0.2,2.8,226
1,2,2,1500,45,44,1.6,2.8,72
1,2,2,1505,40,40,1.7,2.7,22
1,2,2,1510,43,43,1.6,2.5,77
1,2,2,1515,50,50,1.2,2.1,216
1,2,2,1520,74,73,0.8,2.2,539
1,2,2,1525,59,57,1.3,2,219
1,2,2,1530,42,42,1.9,1.8,62
1,2,2,1535,46,46,1.8,1.6,136
1,2,2,1540,47,46,1.1,1.6,73
1,2,2,1545,34,33,1.2,1.4,0
1,2,2,1550,29,29,1.1,1.3,0
1,2,2,1555,26,26,1,1.4,0
1,2,2,1600,18,18,1.1,1.7,0
1,2,2,1605,15,15,0.6,1.7,0
1,2,2,1610,15,15,0.3,1.7,0
1,2,2,1615,14,14,0,1.9,0
1,2,2,1620,14,14,0.1,2.1,0
1,2,2,1625,18,18,0,1.8,0
1,2,2,1630,20,19,0,1.6,0
1,2,2,1635,15,15,0.1,1.3,0
1,2,2,1640,14,14,0.1,0.8,0
1,2,2,1645,10,9,0.2,0.6,0
1,2,2,1650,5,5,0.1,0.4,0
1,2,2,1655,3,2,0.1,0.3,0
1,2,2,1700,2,1,0,0.3,0
1,2,2,1705,1,1,0.1,0.3,0
1,2,2,1710,1,1,0,0.3,0
1,2,2,1715,0,0,0,0.2,0
1,2,2,1720,0,0,0,0.1,0
1,2,2,1725,0,0,0,0,0
1,2,2,1730,0,0,0.1,0,0
1,2,2,1735,0,0,0,0,0
1,2,2,1740,0,0,0.2,-0.1,0
1,2,2,1745,0,0,0.1,-0.1,0
1,2,2,1750,0,0,0,-0.1,0
1,2,2,1755,0,0,0.1,-0.1,0
1,2,2,1800,0,0,0.2,-0.2,0
1,2,2,1805,0,0,0.3,-0.3,0
1,2,2,1810,0,0,0.5,-0.2,0
1,2,2,1815,0,0,1,-0.1,0
1,2,2,1820,0,0,0.4,-0.1,0
1,2,2,1825,0,0,0.2,-0.1,0
1,2,2,1830,0,0,0.4,-0.1,0
1,2,2,1835,0,0,0.3,-0.1,0
1,2,2,1840,0,0,0.4,-0.2,0
1,2,2,1845,0,0,0.2,-0.3,0
1,2,2,1850,0,0,0,-0.3,0
1,2,2,1855,0,0,0.1,-0.3,0
1,2,2,1900,0,0,0,-0.3,0
1,2,2,1905,0,0,0,-0.3,0
1,2,2,1910,0,0,0,-0.4,0
1,2,2,1915,0,0,0,-0.6,0
1,2,2,1920,0,0,0,-0.7,0
1,2,2,1925,0,0,0,-0.8,0
1,2,2,1930,0,0,0,-0.8,0
1,2,2,1935,0,0,0,-0.8,0
1,2,2,1940,0,0,0,-0.6,0
1,2,2,1945,0,0,0,-0.5,0
1,2,2,1950,0,0,0,-0.7,0
1,2,2,1955,0,0,0,-0.7,0
1,2,2,2000,0,0,0,-0.4,0
1,2,2,2005,0,0,0,-0.1,0
1,2,2,2010,0,0,0,0.1,0
1,2,2,2015,0,0,0.1,0,0
1,2,2,2020,0,0,0.3,-0.3,0
1,2,2,2025,0,0,0,-0.3,0
1,2,2,2030,0,0,0.1,-0.3,0
1,2,2,2035,0,0,0,-0.2,0
1,2,2,2040,0,0,0,-0.1,0
1,2,2,2045,0,0,0,-0.3,0
1,2,2,2050,0,0,0,-0.5,0
1,2,2,2055,0,0,0,-0.6,0
1,2,2,2100,0,0,0,-0.6,0
1,2,2,2105,0,0,0,-0.7,0
1,2,2,2110,0,0,0,-0.7,0
1,2,2,2115,0,0,0,-0.7,0
1,2,2,2120,0,0,0,-0.6,0
1,2,2,2125,0,0,0,-0.6,0
1,2,2,2130,0,0,0,-0.7,0
1,2,2,2135,0,0,0,-0.7,0
1,2,2,2140,0,0,0,-0.8,0
1,2,2,2145,0,0,0,-0.4,0
1,2,2,2150,0,0,0,-0.8,0
1,2,2,2155,0,0,0,-1,0
1,2,2,2200,0,0,0,-1.2,0
1,2,2,2205,0,0,0,-0.9,0
1,2,2,2210,0,0,0,-0.7,0
1,2,2,2215,0,0,0,-1,0
1,2,2,2220,0,0,0,-1.2,0
1,2,2,2225,0,0,0,-1.2,0
1,2,2,2230,0,0,0,-1.1,0
1,2,2,2235,0,0,0,-1.1,0
1,2,2,2240,0,0,0,-1,0
1,2,2,2245,0,0,0,-1,0
1,2,2,2250,0,0,0,-0.9,0
1,2,2,2255,0,0,0,-0.9,0
1,2,2,2300,0,0,0,-0.8,0
1,2,2,2305,0,0,0,-0.6,0
1,2,2,2310,0,0,0,-0.1,0
1,2,2,2315,0,0,0,0.2,0
1,2,2,2320,0,0,0,-0.3,0
1,2,2,2325,0,0,0,-0.7,0
1,2,2,2330,0,0,0,-0.8,0
1,2,2,2335,0,0,0,-1,0
1,2,2,2340,0,0,0,-1.1,0
1,2,2,2345,0,0,0,-1.3,0
1,2,2,2350,0,0,0,-0.9,0
1,2,2,2355,0,0,0,-0.7,0
1,2,2,2400,0,0,0,-0.9,0
1,3,3,5,0,0,0,-0.1,0
1,3,3,10,0,0,0,-0.7,0
1,3,3,15,0,0,0,-1.3,0
1,3,3,20,0,0,0,-0.5,0
1,3,3,25,0,0,0,-0.8,0
1,3,3,30,0,0,0,-0.8,0
1,3,3,35,0,0,0,-1,0
1,3,3,40,0,0,0,-1.1,0
1,3,3,45,0,0,0,-1.2,0
1,3,3,50,0,0,0,-1.1,0
1,3,3,55,0,0,0,-1.1,0
1,3,3,100,0,0,0.1,-1,0
1,3,3,105,0,0,0,-0.9,0
1,3,3,110,0,0,0,-0.8,0
1,3,3,115,0,0,0,-0.4,0
1,3,3,120,0,0,0,-0.5,0
1,3,3,125,0,0,0,-0.5,0
1,3,3,130,0,0,0,-0.8,0
1,3,3,135,0,0,0,-0.9,0
1,3,3,140,0,0,0,-1.1,0
1,3,3,145,0,0,0,-1.4,0
1,3,3,150,0,0,0,-1.4,0
1,3,3,155,0,0,0,-1.2,0
1,3,3,200,0,0,0,-1.3,0
1,3,3,205,0,0,0,-1.3,0
1,3,3,210,0,0,0,-1.2,0
1,3,3,215,0,0,0,-1,0
1,3,3,220,0,0,0,-1.2,0
1,3,3,225,0,0,0,-1.3,0
1,3,3,230,0,0,0,-1.2,0
1,3,3,235,0,0,0,-1,0
1,3,3,240,0,0,0,-1.1,0
1,3,3,245,0,0,0.1,-1.1,0
1,3,3,250,0,0,0.1,-1.1,0
1,3,3,255,0,0,0.1,-1,0
1,3,3,300,0,0,0.1,-1,0
1,3,3,305,0,0,0,-1,0
1,3,3,310,0,0,0,-1.1,0
1,3,3,315,0,0,0,-1.1,0
1,3,3,320,0,0,0,-1.1,0
1,3,3,325,0,0,0,-1,0
1,3,3,330,0,0,0,-0.9,0
1,3,3,335,0,0,0,-1,0
1,3,3,340,0,0,0,-0.9,0
1,3,3,345,0,0,0,-0.9,0
1,3,3,350,0,0,0,-0.3,0
1,3,3,355,0,0,0,-0.5,0
1,3,3,400,0,0,0,-0.6,0
1,3,3,405,0,0,0,-0.3,0
1,3,3,410,0,0,0,-0.5,0
1,3,3,415,0,0,0,-0.7,0
1,3,3,420,0,0,0,-0.5,0
1,3,3,425,0,0,0,-0.5,0
1,3,3,430,0,0,0,-0.7,0
1,3,3,435,0,0,0,-0.7,0
1,3,3,440,0,0,0,-0.8,0
1,3,3,445,0,0,0,-0.9,0
1,3,3,450,0,0,0,-0.9,0
1,3,3,455,0,0,0,-0.7,0
1,3,3,500,0,0,0,-0.5,0
1,3,3,505,0,0,0,-0.5,0
1,3,3,510,0,0,0,-0.6,0
1,3,3,515,0,0,0,-0.5,0
