94040	2018	1001	0	2011	0	3001	0	1161	0	5161	0	5162	0	9213	0	9301	0
60	5	0	11	0	11	0	11	0	11	-251	11	0	11	2.8	11	5.1	11
60	10	0	11	0	11	0	11	0	11	-242	11	0	11	2.3	11	5.3	11
60	15	0	11	0	11	0	11	0	11	-208	11	0	11	2.5	11	5.4	11
60	20	0	11	0	11	0	11	0	11	-245	11	0	11	2.7	11	5.5	11
60	25	0	11	0	11	0	11	0	11	-285	11	0	11	3.1	11	5.5	11
60	30	0	11	0	11	0	11	0	11	-280	11	0	11	3.4	11	5.5	11
60	35	0	11	0	11	0	11	0	11	-208	11	0	11	2.6	11	5.4	11
60	40	0	11	0	11	0	11	0	11	-320	11	0	11	3.2	11	5.2	11
60	45	0	11	0	11	0	11	0	11	-272	11	0	11	3.0	11	4.9	11
60	50	0	11	0	11	0	11	0	11	-216	11	0	11	3.2	11	4.8	11
60	55	0	11	0	11	0	11	0	11	-224	11	0	11	2.9	11	4.6	11
60	100	0	11	0	11	0	11	0	11	-255	11	0	11	1.9	11	4.4	11
60	105	0	11	0	11	0	11	0	11	-257	11	0	11	2.6	11	4.4	11
60	110	0	11	0	11	0	11	0	11	-234	11	0	11	2.1	11	4.3	11
60	115	0	11	0	11	0	11	0	11	-244	11	0	11	1.2	11	4.2	11
60	120	0	11	0	11	0	11	0	11	-241	11	0	11	1.3	11	4.2	11
60	125	0	11	0	11	0	11	0	11	-267	11	0	11	1.4	11	4.4	11
60	130	0	11	0	11	0	11	0	11	-284	11	0	11	1.5	11	4.7	11
60	135	0	11	0	11	0	11	0	11	-291	11	0	11	1.0	11	4.8	11
60	140	0	11	0	11	0	11	0	11	-273	11	0	11	0.8	11	4.7	11
60	145	0	11	0	11	0	11	0	11	-273	11	0	11	1.2	11	4.7	11
60	150	0	11	0	11	0	11	0	11	-274	11	0	11	2.3	11	5.0	11
60	155	0	11	0	11	0	11	0	11	-289	11	0	11	2.9	11	5.1	11
60	200	0	11	0	11	0	11	0	11	-237	11	0	11	2.6	11	5.0	11
60	205	0	11	0	11	0	11	0	11	-232	11	0	11	2.7	11	4.8	11
60	210	0	11	0	11	0	11	0	11	-263	11	0	11	2.1	11	4.7	11
60	215	0	11	0	11	0	11	0	11	-277	11	0	11	1.3	11	4.5	11
60	220	0	11	0	11	0	11	0	11	-278	11	0	11	0.9	11	4.3	11
60	225	0	11	0	11	0	11	0	11	-214	11	0	11	0.5	11	4.2	11
60	230	0	11	0	11	0	11	0	11	-307	11	0	11	0.6	11	4.2	11
60	235	0	11	0	11	0	11	0	11	-255	11	0	11	0.5	11	4.0	11
60	240	0	11	0	11	0	11	0	11	-257	11	0	11	0.9	11	3.9	11
60	245	0	11	0	11	0	11	0	11	-249	11	0	11	0.9	11	3.8	11
60	250	0	11	0	11	0	11	0	11	-253	11	0	11	0.3	11	3.9	11
60	255	0	11	0	11	0	11	0	11	-290	11	0	11	0.0	11	3.8	11
60	300	0	11	0	11	0	11	0	11	-257	11	0	11	0.0	11	3.6	11
60	305	0	11	0	11	0	11	0	11	-292	11	0	11	0.0	11	3.5	11
60	310	0	11	0	11	0	11	0	11	-239	11	0	11	0.0	11	3.5	11
60	315	0	11	0	11	0	11	0	11	-277	11	0	11	0.0	11	3.5	11
60	320	0	11	0	11	0	11	0	11	-288	11	0	11	0.0	11	3.4	11
60	325	0	11	0	11	0	11	0	11	-257	11	0	11	0.0	11	3.5	11
60	330	0	11	0	11	0	11	0	11	-278	11	0	11	0.0	11	3.5	11
60	335	0	11	0	11	0	11	0	11	-240	11	0	11	0.1	11	3.5	11
60	340	0	11	0	11	0	11	0	11	-294	11	0	11	0.0	11	3.3	11
60	345	0	11	0	11	0	11	0	11	-275	11	0	11	0.0	11	3.3	11
60	350	0	11	0	11	0	11	0	11	-237	11	0	11	0.0	11	3.3	11
60	355	0	11	0	11	0	11	0	11	-249	11	0	11	0.0	11	3.2	11
60	400	0	11	0	11	0	11	0	11	-274	11	0	11	0.0	11	3.1	11
60	405	0	11	0	11	0	11	0	11	-236	11	0	11	0.0	11	3.1	11
60	410	0	11	0	11	0	11	0	11	-260	11	0	11	0.0	11	3.1	11
60	415	0	11	0	11	0	11	0	11	-169	11	0	11	0.0	11	3.1	11
60	420	0	11	0	11	0	11	0	11	-280	11	0	11	0.1	11	3.0	11
60	425	0	11	0	11	0	11	0	11	-222	11	0	11	0.0	11	3.0	11
60	430	0	11	0	11	0	11	0	11	-252	11	0	11	0.3	11	2.9	11
60	435	0	11	0	11	0	11	0	11	-254	11	0	11	0.1	11	2.9	11
60	440	0	11	0	11	0	11	0	11	-263	11	0	11	0.0	11	2.9	11
60	445	0	11	0	11	0	11	0	11	-235	11	0	11	0.1	11	2.9	11
60	450	0	11	0	11	0	11	0	11	-244	11	0	11	0.1	11	2.9	11
60	455	0	11	0	11	0	11	0	11	-246	11	0	11	0.0	11	2.9	11
60	500	0	11	0	11	0	11	0	11	-253	11	0	11	0.0	11	2.8	11
60	505	0	11	0	11	0	11	0	11	-292	11	0	11	0.0	11	2.8	11
60	510	0	11	0	11	0	11	0	11	-235	11	0	11	0.0	11	3.0	11
60	515	0	11	0	11	0	11	0	11	-282	11	0	11	0.0	11	3.5	11
60	520	0	11	0	11	0	11	0	11	-224	11	0	11	0.0	11	3.0	11
60	525	0	11	0	11	0	11	0	11	-254	11	0	11	0.0	11	2.9	11
60	530	0	11	0	11	0	11	0	11	-224	11	0	11	0.0	11	2.9	11
60	535	0	11	0	11	0	11	0	11	-240	11	0	11	0.0	11	2.9	11
