index,month,day,time,temperature,irradiance,
2093,3,29,600,9,4,
2094,3,29,700,10.4,102,
2095,3,29,800,10.6,137,
2096,3,29,900,11.4,154,
2097,3,29,1000,12.1,168,
2098,3,29,1100,11.8,152,
2099,3,29,1200,12,123,
2100,3,29,1300,11.5,125,
2101,3,29,1400,10,256,
2102,3,29,1500,9.9,65,
2103,3,29,1600,10.1,95,
2104,3,29,1700,9.5,83,
2105,3,29,1800,9.4,33,
2106,3,29,1900,9.1,1,
2107,3,29,2000,8.5,1,
2108,3,29,2100,8.5,1,
2109,3,29,2200,8.4,1,
2110,3,29,2300,8.3,1,
2111,3,29,2400,8.2,1,
2112,3,30,100,6.9,0,
2113,3,30,200,6.3,0,
2114,3,30,300,6.3,0,
2115,3,30,400,5.7,0,
2116,3,30,500,4.4,0,
2117,3,30,600,4.4,1,
2118,3,30,700,4.6,42,
2119,3,30,800,4.3,132,
2120,3,30,900,5.8,211,
2121,3,30,1000,6.5,90,
2122,3,30,1100,7.9,348,
2123,3,30,1200,7.5,176,
2124,3,30,1300,8.4,543,
2125,3,30,1400,9.3,220,
2126,3,30,1500,9.7,177,
2127,3,30,1600,9.3,215,
2128,3,30,1700,9.6,161,
2129,3,30,1800,8.4,17,
2130,3,30,1900,7.4,0,
2131,3,30,2000,7,0,
2132,3,30,2100,5.9,0,
2133,3,30,2200,4.2,0,
2134,3,30,2300,3.7,0,
2135,3,30,2400,3.9,0,
2136,3,31,100,4.3,0,
2137,3,31,200,4,0,
2138,3,31,300,3.8,0,
2139,3,31,400,3.2,0,
2140,3,31,500,1.7,0,
2141,3,31,600,0.9,4,
2142,3,31,700,1.2,53,
2143,3,31,800,5.6,341,
2144,3,31,900,7.7,595,
2145,3,31,1000,8.9,732,
2146,3,31,1100,9.7,777,
2147,3,31,1200,10.9,828,
2148,3,31,1300,12.4,808,
2149,3,31,1400,14.1,750,
2150,3,31,1500,14.8,631,
2151,3,31,1600,15.5,471,
2152,3,31,1700,15.5,121,
2153,3,31,1800,14.7,82,
2154,3,31,1900,12,1,
2155,3,31,2000,9.5,1,
2156,3,31,2100,8.3,1,
2157,3,31,2200,6.8,1,
2158,3,31,2300,5.9,0,
2159,3,31,2400,4.8,0,
2160,4,1,100,5.2,0,
2161,4,1,200,5,0,
2162,4,1,300,4,0,
2163,4,1,400,4.3,0,
2164,4,1,500,3.2,0,
2165,4,1,600,3.3,5,
2166,4,1,700,4.9,55,
2167,4,1,800,10.1,291,
2168,4,1,900,11.3,441,
2169,4,1,1000,12.5,535,
2170,4,1,1100,14.1,808,
2171,4,1,1200,14.8,804,
2172,4,1,1300,17,732,
2173,4,1,1400,18.2,669,
2174,4,1,1500,19.2,622,
2175,4,1,1600,19.2,147,
2176,4,1,1700,18.7,176,
2177,4,1,1800,17.2,53,
2178,4,1,1900,15.2,1,
2179,4,1,2000,14.2,0,
2180,4,1,2100,13.7,0,
2181,4,1,2200,13.2,0,
2182,4,1,2300,12.7,0,
2183,4,1,2400,12.1,1,
2184,4,2,100,11.7,1,
2185,4,2,200,11,1,
2186,4,2,300,10.3,1,
2187,4,2,400,10,1,
2188,4,2,500,9.4,1,
2189,4,2,600,8.2,8,
2190,4,2,700,8.7,67,
2191,4,2,800,9.8,362,
2192,4,2,900,10.5,447,
2193,4,2,1000,12.5,686,
2194,4,2,1100,13.2,791,
2195,4,2,1200,13.8,840,
2196,4,2,1300,15.3,849,
2197,4,2,1400,16.6,781,
2198,4,2,1500,15.9,622,
2199,4,2,1600,16.1,476,
2200,4,2,1700,16,283,
2201,4,2,1800,13.6,49,
2202,4,2,1900,11.1,1,
2203,4,2,2000,9.5,1,
2204,4,2,2100,8.5,1,
2205,4,2,2200,6,1,
2206,4,2,2300,4.3,0,
2207,4,2,2400,3.4,0,
2208,4,3,100,2.8,0,
2209,4,3,200,1.4,0,
2210,4,3,300,0.5,0,
2211,4,3,400,0.1,0,
2212,4,3,500,0.4,0,
2213,4,3,600,0.6,7,
2214,4,3,700,2.2,156,
2215,4,3,800,5.6,359,
2216,4,3,900,7.9,547,
2217,4,3,1000,8.9,699,
2218,4,3,1100,11,809,
2219,4,3,1200,11.4,846,
2220,4,3,1300,13.5,820,
2221,4,3,1400,14.6,717,
2222,4,3,1500,15.3,599,
2223,4,3,1600,15.5,429,
2224,4,3,1700,16.2,255,
2225,4,3,1800,14.7,41,
2226,4,3,1900,11.8,1,
2227,4,3,2000,10.4,1,
2228,4,3,2100,6.9,1,
2229,4,3,2200,6.6,0,
2230,4,3,2300,6.5,0,
2231,4,3,2400,7.3,0,
2232,4,4,100,7.7,0,
2233,4,4,200,6.9,0,
2234,4,4,300,6,0,
2235,4,4,400,6.3,0,
2236,4,4,500,6.5,0,
2237,4,4,600,6.7,4,
2238,4,4,700,7,109,
2239,4,4,800,8.4,192,
2240,4,4,900,9.3,360,
2241,4,4,1000,13.6,499,
2242,4,4,1100,13,363,
2243,4,4,1200,14.5,387,
2244,4,4,1300,17.5,810,
2245,4,4,1400,18.6,356,
2246,4,4,1500,17.3,196,
2247,4,4,1600,16.7,324,
2248,4,4,1700,16.9,82,
2249,4,4,1800,16.2,37,
2250,4,4,1900,14.4,1,
2251,4,4,2000,13.6,0,
2252,4,4,2100,12.7,1,
2253,4,4,2200,11.9,1,
2254,4,4,2300,11.9,1,
2255,4,4,2400,11.9,1,
2256,4,5,100,11.8,1,
2257,4,5,200,11.1,1,
2258,4,5,300,10.6,1,
2259,4,5,400,10.3,1,
2260,4,5,500,9.3,1,
2261,4,5,600,8.8,4,
2262,4,5,700,8.8,49,
2263,4,5,800,10,120,
2264,4,5,900,12,161,
2265,4,5,1000,17.5,161,
2266,4,5,1100,19.6,609,
2267,4,5,1200,20.2,339,
2268,4,5,1300,20.6,271,
2269,4,5,1400,21,491,
2270,4,5,1500,19.3,313,
2271,4,5,1600,17.8,154,
2272,4,5,1700,16.9,115,
2273,4,5,1800,16.4,100,
2274,4,5,1900,15.8,1,
2275,4,5,2000,14.8,0,
2276,4,5,2100,14.6,0,
2277,4,5,2200,13.4,0,
2278,4,5,2300,12.5,1,
2279,4,5,2400,11.1,1,
2280,4,6,100,11.3,1,
2281,4,6,200,11.2,1,
2282,4,6,300,10.9,1,
2283,4,6,400,10.3,1,
2284,4,6,500,9.5,1,
2285,4,6,600,9.6,9,
2286,4,6,700,10,94,
2287,4,6,800,11.2,204,
2288,4,6,900,11.4,258,
2289,4,6,1000,12.4,330,
2290,4,6,1100,13.6,384,
2291,4,6,1200,15.1,972,
2292,4,6,1300,15.8,630,
2293,4,6,1400,16,305,
2294,4,6,1500,16,752,
2295,4,6,1600,14.3,280,
2296,4,6,1700,13.3,114,
2297,4,6,1800,11.8,17,
2298,4,6,1900,8.7,1,
2299,4,6,2000,7.5,1,
2300,4,6,2100,7.7,0,
2301,4,6,2200,6.8,0,
2302,4,6,2300,7.6,0,
2303,4,6,2400,6.1,0,
2304,4,7,100,7.5,0,
2305,4,7,200,7.5,0,
2306,4,7,300,7.8,0,
2307,4,7,400,6.8,0,
2308,4,7,500,7.3,0,
2309,4,7,600,8.3,9,
2310,4,7,700,9.8,171,
2311,4,7,800,10,242,
2312,4,7,900,11.6,598,
2313,4,7,1000,12.3,648,
2314,4,7,1100,12.6,465,
2315,4,7,1200,13.1,817,
2316,4,7,1300,12.7,869,
2317,4,7,1400,10.7,594,
2318,4,7,1500,11.5,746,
2319,4,7,1600,11.3,258,
2320,4,7,1700,10.4,123,
2321,4,7,1800,8.4,46,
2322,4,7,1900,7.1,1,
2323,4,7,2000,4.8,1,
2324,4,7,2100,4.9,0,
2325,4,7,2200,4.9,0,
2326,4,7,2300,4.8,0,
2327,4,7,2400,3.7,0,
2328,4,8,100,3.7,0,
2329,4,8,200,3.6,0,
2330,4,8,300,3.9,0,
2331,4,8,400,2.7,0,
2332,4,8,500,3.5,0,
2333,4,8,600,2.4,7,
2334,4,8,700,3,192,
2335,4,8,800,4.4,245,
2336,4,8,900,6.7,428,
2337,4,8,1000,7.9,482,
2338,4,8,1100,7.9,737,
2339,4,8,1200,9.2,397,
2340,4,8,1300,9,964,
2341,4,8,1400,8.9,175,
2342,4,8,1500,10.4,810,
2343,4,8,1600,8.9,248,
2344,4,8,1700,8.1,364,
2345,4,8,1800,7.7,49,
2346,4,8,1900,7.5,1,
2347,4,8,2000,6.3,0,
2348,4,8,2100,5.7,0,
2349,4,8,2200,3.7,0,
2350,4,8,2300,2.1,0,
2351,4,8,2400,1,0,
2352,4,9,100,0,0,
2353,4,9,200,0,0,
2354,4,9,300,-1.2,0,
2355,4,9,400,-1.1,0,
2356,4,9,500,-1.8,0,
2357,4,9,600,-1.6,23,
2358,4,9,700,0,94,
2359,4,9,800,1.5,235,
2360,4,9,900,5.3,429,
2361,4,9,1000,8.6,473,
2362,4,9,1100,10,659,
2363,4,9,1200,11,715,
2364,4,9,1300,12.5,943,
2365,4,9,1400,14.5,939,
2366,4,9,1500,13.9,201,
2367,4,9,1600,13.8,198,
2368,4,9,1700,13.6,117,
2369,4,9,1800,12.2,39,
2370,4,9,1900,11.3,1,
2371,4,9,2000,10.4,1,
2372,4,9,2100,8.3,1,
2373,4,9,2200,7,1,
2374,4,9,2300,5.5,1,
2375,4,9,2400,4.9,0,
2376,4,10,100,4.3,0,
2377,4,10,200,3.6,0,
2378,4,10,300,3.6,0,
2379,4,10,400,1.9,0,
2380,4,10,500,1.7,0,
2381,4,10,600,0.9,14,
2382,4,10,700,3.1,218,
2383,4,10,800,5.7,397,
2384,4,10,900,7.9,588,
2385,4,10,1000,9.7,675,
2386,4,10,1100,11.2,811,
2387,4,10,1200,11.3,369,
2388,4,10,1300,12.7,930,
2389,4,10,1400,13.4,911,
2390,4,10,1500,13.6,675,
2391,4,10,1600,13.4,494,
2392,4,10,1700,13.2,201,
2393,4,10,1800,12.2,73,
2394,4,10,1900,9.9,1,
2395,4,10,2000,8.1,1,
2396,4,10,2100,7.3,1,
2397,4,10,2200,7.3,1,
2398,4,10,2300,7.2,1,
2399,4,10,2400,6.3,0,
2400,4,11,100,6,0,
2401,4,11,200,5.3,0,
2402,4,11,300,5.1,0,
2403,4,11,400,4.6,0,
2404,4,11,500,4.6,0,
2405,4,11,600,4.9,4,
2406,4,11,700,4.9,50,
2407,4,11,800,5,56,
2408,4,11,900,6.4,127,
2409,4,11,1000,8.6,248,
2410,4,11,1100,10.1,344,
2411,4,11,1200,12,560,
2412,4,11,1300,12.6,366,
2413,4,11,1400,13.7,925,
2414,4,11,1500,14.6,561,
2415,4,11,1600,15.2,335,
2416,4,11,1700,15.4,254,
2417,4,11,1800,14.4,71,
2418,4,11,1900,13.6,1,
2419,4,11,2000,13.5,1,
2420,4,11,2100,13.2,1,
2421,4,11,2200,12.8,1,
2422,4,11,2300,12.8,1,
2423,4,11,2400,12.7,1,
2424,4,12,100,12.7,1,
2425,4,12,200,12.4,1,
2426,4,12,300,12.2,1,
2427,4,12,400,12,1,
2428,4,12,500,11.7,1,
2429,4,12,600,11.4,9,
2430,4,12,700,11.4,59,
2431,4,12,800,12.6,163,
2432,4,12,900,13.8,244,
2433,4,12,1000,14.7,262,
2434,4,12,1100,14.9,297,
2435,4,12,1200,13.8,432,
2436,4,12,1300,13.1,274,
2437,4,12,1400,12,133,
2438,4,12,1500,11.7,192,
2439,4,12,1600,12.5,247,
2440,4,12,1700,6.6,26,
2441,4,12,1800,5.4,8,
2442,4,12,1900,5.2,0,
2443,4,12,2000,4.6,0,
2444,4,12,2100,4.3,0,
2445,4,12,2200,4.4,0,
2446,4,12,2300,4.2,0,
2447,4,12,2400,4.3,0,
2448,4,13,100,3.4,0,
2449,4,13,200,2.6,0,
2450,4,13,300,3.7,0,
2451,4,13,400,3.2,0,
2452,4,13,500,3.4,0,
2453,4,13,600,3,5,
2454,4,13,700,3.7,87,
2455,4,13,800,4.7,160,
2456,4,13,900,7.1,488,
2457,4,13,1000,8.1,291,
2458,4,13,1100,10.8,412,
2459,4,13,1200,8.4,1000,
2460,4,13,1300,7.3,592,
2461,4,13,1400,6.5,252,
2462,4,13,1500,8,429,
2463,4,13,1600,8,493,
2464,4,13,1700,8.4,162,
2465,4,13,1800,8,67,
2466,4,13,1900,6,2,
2467,4,13,2000,5.5,0,
2468,4,13,2100,4.9,0,
2469,4,13,2200,3,0,
2470,4,13,2300,2.1,0,
2471,4,13,2400,1.3,0,
2472,4,14,100,1.7,0,
2473,4,14,200,2.1,0,
2474,4,14,300,1.8,0,
2475,4,14,400,2,0,
2476,4,14,500,0.6,0,
2477,4,14,600,0.4,19,
2478,4,14,700,2.7,174,
2479,4,14,800,6.7,389,
2480,4,14,900,7.8,522,
2481,4,14,1000,7.7,229,
2482,4,14,1100,7.7,425,
2483,4,14,1200,8.6,259,
2484,4,14,1300,9.3,572,
2485,4,14,1400,8.4,357,
2486,4,14,1500,9.3,755,
2487,4,14,1600,9.7,176,
2488,4,14,1700,8.6,132,
2489,4,14,1800,8.7,97,
2490,4,14,1900,7.6,2,
2491,4,14,2000,6.7,1,
2492,4,14,2100,6.4,0,
2493,4,14,2200,5.5,0,
2494,4,14,2300,5.3,0,
2495,4,14,2400,4.2,0,
2496,4,15,100,2.5,0,
2497,4,15,200,1.3,0,
2498,4,15,300,1.2,0,
2499,4,15,400,-0.4,0,
2500,4,15,500,-0.8,0,
2501,4,15,600,-0.5,46,
2502,4,15,700,2.1,223,
2503,4,15,800,4.2,393,
2504,4,15,900,6.4,478,
2505,4,15,1000,8.5,630,
2506,4,15,1100,9.9,828,
2507,4,15,1200,11.9,820,
2508,4,15,1300,13.4,856,
2509,4,15,1400,15.7,788,
2510,4,15,1500,16.5,673,
2511,4,15,1600,17.1,503,
2512,4,15,1700,16.9,311,
2513,4,15,1800,16.4,136,
2514,4,15,1900,12.3,3,
2515,4,15,2000,10.5,1,
2516,4,15,2100,8.7,1,
2517,4,15,2200,7,1,
2518,4,15,2300,6,0,
2519,4,15,2400,4.8,0,
2520,4,16,100,4.4,0,
2521,4,16,200,4.5,0,
2522,4,16,300,4.9,0,
2523,4,16,400,4.9,0,
2524,4,16,500,5,0,
2525,4,16,600,5.2,6,
2526,4,16,700,5.4,36,
2527,4,16,800,6.3,83,
2528,4,16,900,16.5,448,
2529,4,16,1000,16.6,287,
2530,4,16,1100,16.7,247,
2531,4,16,1200,13.4,654,
2532,4,16,1300,12.5,239,
2533,4,16,1400,12.3,592,
2534,4,16,1500,14.3,459,
2535,4,16,1600,13.3,547,
2536,4,16,1700,11.8,100,
2537,4,16,1800,12.2,65,
2538,4,16,1900,10.8,3,
2539,4,16,2000,10.2,1,
2540,4,16,2100,9.9,1,
2541,4,16,2200,9.2,1,
2542,4,16,2300,8.2,1,
2543,4,16,2400,6.7,1,
2544,4,17,100,6,0,
2545,4,17,200,4.7,0,
2546,4,17,300,4.1,0,
2547,4,17,400,3.8,0,
2548,4,17,500,4,0,
2549,4,17,600,7.5,22,
2550,4,17,700,9.4,77,
2551,4,17,800,9.7,28,
2552,4,17,900,10.1,157,
2553,4,17,1000,12,312,
2554,4,17,1100,14.5,577,
2555,4,17,1200,15.8,758,
2556,4,17,1300,16.2,837,
2557,4,17,1400,16.4,609,
2558,4,17,1500,15.7,143,
2559,4,17,1600,15.2,301,
2560,4,17,1700,14.7,71,
2561,4,17,1800,12.9,42,
2562,4,17,1900,11.9,1,
2563,4,17,2000,10.9,1,
2564,4,17,2100,10.4,1,
2565,4,17,2200,9.9,1,
2566,4,17,2300,10,1,
2567,4,17,2400,9.2,1,
2568,4,18,100,8.6,1,
2569,4,18,200,8.3,1,
2570,4,18,300,8,1,
2571,4,18,400,7.6,1,
2572,4,18,500,7.4,0,
2573,4,18,600,7.4,42,
2574,4,18,700,8,80,
2575,4,18,800,10.1,304,
2576,4,18,900,10.7,153,
2577,4,18,1000,12.7,606,
2578,4,18,1100,14.5,351,
2579,4,18,1200,14.8,340,
2580,4,18,1300,15.6,525,
2581,4,18,1400,16.5,296,
2582,4,18,1500,17.2,548,
2583,4,18,1600,17.1,587,
2584,4,18,1700,16.2,147,
2585,4,18,1800,16.3,151,
2586,4,18,1900,13,4,
2587,4,18,2000,10.7,1,
2588,4,18,2100,9,1,
2589,4,18,2200,8.5,1,
2590,4,18,2300,7.1,1,
2591,4,18,2400,5.8,1,
2592,4,19,100,5.4,0,
2593,4,19,200,4.6,0,
2594,4,19,300,4.6,0,
2595,4,19,400,4.9,0,
2596,4,19,500,4.7,0,
2597,4,19,600,4.7,24,
2598,4,19,700,7.3,69,
2599,4,19,800,9.1,223,
2600,4,19,900,14.2,377,
2601,4,19,1000,15,482,
2602,4,19,1100,15.5,472,
2603,4,19,1200,15.9,498,
2604,4,19,1300,14.2,228,
2605,4,19,1400,14.9,496,
2606,4,19,1500,14.4,261,
2607,4,19,1600,13.3,42,
2608,4,19,1700,9.3,31,
2609,4,19,1800,8.8,18,
2610,4,19,1900,8.7,1,
2611,4,19,2000,6.6,1,
2612,4,19,2100,6.4,0,
2613,4,19,2200,6.2,0,
2614,4,19,2300,5.6,0,
2615,4,19,2400,5.8,0,
2616,4,20,100,5.7,0,
2617,4,20,200,4.8,0,
2618,4,20,300,5.2,0,
2619,4,20,400,4.3,0,
2620,4,20,500,4,0,
2621,4,20,600,4.3,27,
2622,4,20,700,6.4,181,
2623,4,20,800,10.1,446,
2624,4,20,900,11.1,363,
2625,4,20,1000,10.2,405,
2626,4,20,1100,11.4,819,
2627,4,20,1200,10.8,208,
2628,4,20,1300,12.5,163,
2629,4,20,1400,12.6,212,
2630,4,20,1500,14.6,242,
2631,4,20,1600,14.9,532,
2632,4,20,1700,14.8,365,
2633,4,20,1800,13.3,46,
2634,4,20,1900,11,6,
2635,4,20,2000,10,1,
2636,4,20,2100,7.6,1,
2637,4,20,2200,6.7,1,
2638,4,20,2300,5,0,
2639,4,20,2400,4.2,0,
2640,4,21,100,4.2,0,
2641,4,21,200,3.7,0,
2642,4,21,300,2.8,0,
2643,4,21,400,2,0,
2644,4,21,500,1.4,0,
2645,4,21,600,2.7,82,
2646,4,21,700,4.7,218,
2647,4,21,800,6.9,425,
2648,4,21,900,9.4,628,
2649,4,21,1000,12.5,748,
2650,4,21,1100,16.1,846,
2651,4,21,1200,18.4,892,
2652,4,21,1300,20.9,882,
2653,4,21,1400,21.9,812,
2654,4,21,1500,23.1,693,
2655,4,21,1600,23.5,529,
2656,4,21,1700,21.8,93,
2657,4,21,1800,20.3,57,
2658,4,21,1900,17.3,4,
2659,4,21,2000,15.2,0,
2660,4,21,2100,11.9,0,
2661,4,21,2200,11,1,
2662,4,21,2300,11.5,1,
2663,4,21,2400,17.4,1,
2664,4,22,100,17.7,0,
2665,4,22,200,9.4,1,
2666,4,22,300,11.3,1,
2667,4,22,400,10.5,1,
2668,4,22,500,9.5,1,
2669,4,22,600,9.4,16,
2670,4,22,700,10.7,106,
2671,4,22,800,12.5,370,
2672,4,22,900,15.3,654,
2673,4,22,1000,16.9,540,
2674,4,22,1100,17.3,735,
2675,4,22,1200,18.3,976,
2676,4,22,1300,18.2,570,
2677,4,22,1400,17.3,637,
2678,4,22,1500,16.5,406,
2679,4,22,1600,16.4,344,
2680,4,22,1700,15.2,154,
2681,4,22,1800,14.2,52,
2682,4,22,1900,13.4,3,
2683,4,22,2000,12.3,1,
2684,4,22,2100,12,1,
2685,4,22,2200,11.5,1,
2686,4,22,2300,11,1,
2687,4,22,2400,10.2,1,
2688,4,23,100,10.1,1,
2689,4,23,200,8.5,1,
2690,4,23,300,7.9,1,
2691,4,23,400,6.4,0,
2692,4,23,500,5.8,0,
2693,4,23,600,5.2,33,
2694,4,23,700,8.7,246,
2695,4,23,800,10.8,386,
2696,4,23,900,13.5,426,
2697,4,23,1000,12.5,484,
2698,4,23,1100,13.6,657,
2699,4,23,1200,14.8,583,
2700,4,23,1300,15.3,513,
2701,4,23,1400,14.9,528,
2702,4,23,1500,14.8,332,
2703,4,23,1600,14.2,293,
2704,4,23,1700,13.7,147,
2705,4,23,1800,12.6,33,
2706,4,23,1900,11.7,3,
2707,4,23,2000,11.3,1,
2708,4,23,2100,9.6,1,
2709,4,23,2200,8.9,1,
2710,4,23,2300,7.8,1,
2711,4,23,2400,7.2,1,
2712,4,24,100,6.7,0,
2713,4,24,200,6.6,0,
2714,4,24,300,6.7,0,
2715,4,24,400,6.3,0,
2716,4,24,500,6.4,0,
2717,4,24,600,6.6,22,
2718,4,24,700,8,100,
2719,4,24,800,9.6,222,
2720,4,24,900,12.5,735,
2721,4,24,1000,13.6,654,
2722,4,24,1100,13.8,858,
2723,4,24,1200,14.6,584,
2724,4,24,1300,11.3,570,
2725,4,24,1400,11.7,373,
2726,4,24,1500,12.1,325,
2727,4,24,1600,10.8,171,
2728,4,24,1700,9.4,68,
2729,4,24,1800,9.5,57,
2730,4,24,1900,9.2,3,
2731,4,24,2000,8.2,1,
2732,4,24,2100,8.1,1,
2733,4,24,2200,7.8,1,
2734,4,24,2300,7.7,1,
2735,4,24,2400,7.5,0,
2736,4,25,100,7.3,0,
2737,4,25,200,7,0,
2738,4,25,300,7,0,
2739,4,25,400,6.7,0,
2740,4,25,500,6.2,1,
2741,4,25,600,6.5,51,
2742,4,25,700,6.5,65,
2743,4,25,800,7.7,108,
2744,4,25,900,9.5,221,
2745,4,25,1000,10.6,287,
2746,4,25,1100,11.2,426,
2747,4,25,1200,12.3,264,
2748,4,25,1300,12,373,
2749,4,25,1400,12.6,422,
2750,4,25,1500,14.7,374,
2751,4,25,1600,12.8,172,
2752,4,25,1700,12.3,81,
2753,4,25,1800,11.8,32,
2754,4,25,1900,11.3,4,
2755,4,25,2000,10.8,1,
2756,4,25,2100,10.1,1,
2757,4,25,2200,10,1,
2758,4,25,2300,9.8,1,
2759,4,25,2400,9.7,1,
2760,4,26,100,9.4,1,
2761,4,26,200,9.5,1,
2762,4,26,300,9.2,1,
2763,4,26,400,8.8,1,
2764,4,26,500,8.7,1,
2765,4,26,600,8.5,14,
2766,4,26,700,8.6,39,
2767,4,26,800,9,108,
2768,4,26,900,9.4,88,
2769,4,26,1000,10.9,165,
2770,4,26,1100,10.9,354,
2771,4,26,1200,12,412,
2772,4,26,1300,12.9,252,
2773,4,26,1400,12.1,294,
2774,4,26,1500,10.9,314,
2775,4,26,1600,11.7,221,
2776,4,26,1700,11.6,66,
2777,4,26,1800,11.1,34,
2778,4,26,1900,10.1,3,
2779,4,26,2000,9.1,1,
2780,4,26,2100,9,1,
2781,4,26,2200,8.5,1,
2782,4,26,2300,7.6,0,
2783,4,26,2400,6.4,0,
2784,4,27,100,5.6,0,
2785,4,27,200,4.8,0,
2786,4,27,300,3.7,0,
2787,4,27,400,3.1,0,
2788,4,27,500,2.1,0,
2789,4,27,600,1.9,37,
2790,4,27,700,4,121,
2791,4,27,800,6.5,386,
2792,4,27,900,8.9,594,
2793,4,27,1000,9.7,723,
2794,4,27,1100,11,861,
2795,4,27,1200,11.6,786,
2796,4,27,1300,12.8,820,
2797,4,27,1400,12.5,742,
2798,4,27,1500,13.2,427,
2799,4,27,1600,13,128,
2800,4,27,1700,12.8,151,
2801,4,27,1800,12.7,176,
2802,4,27,1900,11,11,
2803,4,27,2000,9.8,1,
2804,4,27,2100,9,1,
2805,4,27,2200,7.8,1,
2806,4,27,2300,7.4,1,
2807,4,27,2400,6.8,0,
2808,4,28,100,6.1,0,
2809,4,28,200,5.4,0,
2810,4,28,300,5,0,
2811,4,28,400,5,0,
2812,4,28,500,4.2,1,
2813,4,28,600,3.4,95,
2814,4,28,700,5.2,278,
2815,4,28,800,6.9,480,
2816,4,28,900,8,664,
2817,4,28,1000,10.2,794,
2818,4,28,1100,10.5,885,
2819,4,28,1200,11.8,923,
2820,4,28,1300,13,909,
2821,4,28,1400,14.3,837,
2822,4,28,1500,14.8,716,
2823,4,28,1600,15.6,553,
2824,4,28,1700,15.5,362,
2825,4,28,1800,15.7,169,
2826,4,28,1900,12.3,11,
2827,4,28,2000,11,1,
2828,4,28,2100,8.9,1,
2829,4,28,2200,6.1,1,
2830,4,28,2300,6,0,
2831,4,28,2400,4.3,0,
2832,4,29,100,5.1,0,
2833,4,29,200,3.9,0,
2834,4,29,300,3.4,0,
2835,4,29,400,2,0,
2836,4,29,500,1.5,1,
2837,4,29,600,3.4,87,
2838,4,29,700,6.9,275,
2839,4,29,800,8.8,466,
2840,4,29,900,10.5,642,
2841,4,29,1000,13.1,786,
2842,4,29,1100,15.7,917,
2843,4,29,1200,17.4,939,
2844,4,29,1300,18.2,524,
2845,4,29,1400,19.6,762,
2846,4,29,1500,20.3,691,
2847,4,29,1600,21,586,
2848,4,29,1700,20.7,291,
2849,4,29,1800,20,121,
2850,4,29,1900,17.3,16,
2851,4,29,2000,16.3,0,
2852,4,29,2100,15.2,0,
2853,4,29,2200,12.9,1,
2854,4,29,2300,10.4,1,
2855,4,29,2400,8.4,1,
2856,4,30,100,6.9,1,
2857,4,30,200,8.2,1,
2858,4,30,300,7.6,0,
2859,4,30,400,7,0,
2860,4,30,500,8.4,0,
2861,4,30,600,9,27,
2862,4,30,700,9.8,67,
2863,4,30,800,12.2,270,
2864,4,30,900,13.2,258,
2865,4,30,1000,15.2,814,
2866,4,30,1100,16.8,924,
2867,4,30,1200,16.9,954,
2868,4,30,1300,17.8,931,
2869,4,30,1400,18.9,840,
2870,4,30,1500,18.7,713,
2871,4,30,1600,19.5,552,
2872,4,30,1700,19.8,364,
2873,4,30,1800,19.5,175,
2874,4,30,1900,16.4,10,
2875,4,30,2000,15.5,0,
2876,4,30,2100,12.7,0,
2877,4,30,2200,11.2,1,
2878,4,30,2300,9.1,1,
2879,4,30,2400,7.9,1,
2880,5,1,100,7.2,0,
2881,5,1,200,6.9,0,
2882,5,1,300,5.7,0,
2883,5,1,400,5.5,0,
2884,5,1,500,4.4,2,
2885,5,1,600,5.6,99,
2886,5,1,700,8.8,279,
2887,5,1,800,11.3,467,
2888,5,1,900,13.4,639,
2889,5,1,1000,14.7,775,
2890,5,1,1100,16.7,592,
2891,5,1,1200,17.2,425,
2892,5,1,1300,17.9,1116,
2893,5,1,1400,20,862,
2894,5,1,1500,21.2,588,
2895,5,1,1600,21.4,388,
2896,5,1,1700,20.8,112,
2897,5,1,1800,20.5,42,
2898,5,1,1900,18.7,4,
2899,5,1,2000,17.6,0,
2900,5,1,2100,18,0,
2901,5,1,2200,17.2,0,
2902,5,1,2300,16.6,0,
2903,5,1,2400,15.1,0,
2904,5,2,100,14.5,0,
2905,5,2,200,13.3,1,
2906,5,2,300,12.9,1,
2907,5,2,400,12.7,1,
2908,5,2,500,12.8,1,
2909,5,2,600,13.3,17,
2910,5,2,700,13.2,86,
2911,5,2,800,14.4,271,
2912,5,2,900,17.1,643,
2913,5,2,1000,18.6,787,
2914,5,2,1100,19.4,883,
2915,5,2,1200,20.2,909,
2916,5,2,1300,21.9,944,
2917,5,2,1400,22.8,836,
2918,5,2,1500,23.1,697,
2919,5,2,1600,23.3,554,
2920,5,2,1700,23.3,387,
2921,5,2,1800,22.9,178,
2922,5,2,1900,21,10,
2923,5,2,2000,19,0,
2924,5,2,2100,16.8,0,
2925,5,2,2200,14.7,0,
2926,5,2,2300,13.6,1,
2927,5,2,2400,12.8,1,
2928,5,3,100,12.8,1,
2929,5,3,200,11.5,1,
2930,5,3,300,11.4,1,
2931,5,3,400,11,1,
2932,5,3,500,10.1,2,
2933,5,3,600,12.6,91,
2934,5,3,700,15.8,284,
2935,5,3,800,16.3,468,
2936,5,3,900,18.4,634,
2937,5,3,1000,21,773,
2938,5,3,1100,22.3,863,
2939,5,3,1200,24.6,904,
2940,5,3,1300,26.3,890,
2941,5,3,1400,27.9,822,
2942,5,3,1500,28.9,704,
2943,5,3,1600,30,548,
2944,5,3,1700,30.1,362,
