index,month,day,time,temperature,irradiance,
4154,6,23,300,14,1,
4155,6,23,400,12.8,0,
4156,6,23,500,12.2,12,
4157,6,23,600,15.5,174,
4158,6,23,700,21.5,355,
4159,6,23,800,21.6,538,
4160,6,23,900,22.9,704,
4161,6,23,1000,26.4,838,
4162,6,23,1100,28.9,928,
4163,6,23,1200,31.8,967,
4164,6,23,1300,33.1,957,
4165,6,23,1400,35,901,
4166,6,23,1500,35.6,788,
4167,6,23,1600,36.7,638,
4168,6,23,1700,36.1,458,
4169,6,23,1800,35.9,274,
4170,6,23,1900,33.9,106,
4171,6,23,2000,28,3,
4172,6,23,2100,25.1,0,
4173,6,23,2200,23.3,0,
4174,6,23,2300,20.9,0,
4175,6,23,2400,18.8,1,
4176,6,24,100,18,1,
4177,6,24,200,17,1,
4178,6,24,300,15.8,1,
4179,6,24,400,15.1,1,
4180,6,24,500,13.8,12,
4181,6,24,600,18.1,171,
4182,6,24,700,23.7,351,
4183,6,24,800,24.1,534,
4184,6,24,900,26.4,698,
4185,6,24,1000,29.8,831,
4186,6,24,1100,31.6,918,
4187,6,24,1200,32.9,962,
4188,6,24,1300,35.2,955,
4189,6,24,1400,37.1,894,
4190,6,24,1500,38.6,792,
4191,6,24,1600,38.9,633,
4192,6,24,1700,39.3,458,
4193,6,24,1800,38.9,272,
4194,6,24,1900,35.6,103,
4195,6,24,2000,30.1,3,
4196,6,24,2100,27.3,0,
4197,6,24,2200,24.2,0,
4198,6,24,2300,22.8,0,
4199,6,24,2400,21.9,0,
4200,6,25,100,21.9,1,
4201,6,25,200,19.4,1,
4202,6,25,300,19,1,
4203,6,25,400,17.7,1,
4204,6,25,500,16.8,15,
4205,6,25,600,22.2,163,
4206,6,25,700,25.1,328,
4207,6,25,800,26.3,506,
4208,6,25,900,28.6,753,
4209,6,25,1000,32.1,826,
4210,6,25,1100,33.3,989,
4211,6,25,1200,34.5,698,
4212,6,25,1300,33.3,223,
4213,6,25,1400,32.9,225,
4214,6,25,1500,37.2,598,
4215,6,25,1600,34.1,145,
4216,6,25,1700,27.8,25,
4217,6,25,1800,24.4,9,
4218,6,25,1900,25.8,21,
4219,6,25,2000,23.7,3,
4220,6,25,2100,23.1,0,
4221,6,25,2200,21.6,1,
4222,6,25,2300,20.1,1,
4223,6,25,2400,18.8,1,
4224,6,26,100,17.6,1,
4225,6,26,200,16.8,1,
4226,6,26,300,16.1,1,
4227,6,26,400,15.5,0,
4228,6,26,500,14.8,12,
4229,6,26,600,18.4,167,
4230,6,26,700,22.9,343,
4231,6,26,800,23.1,519,
4232,6,26,900,24.6,681,
4233,6,26,1000,26,810,
4234,6,26,1100,28.7,897,
4235,6,26,1200,29.8,932,
4236,6,26,1300,30.7,877,
4237,6,26,1400,30.7,195,
4238,6,26,1500,30.1,134,
4239,6,26,1600,32,653,
4240,6,26,1700,30.2,166,
4241,6,26,1800,29.7,344,
4242,6,26,1900,27.3,104,
4243,6,26,2000,24.8,3,
4244,6,26,2100,22.7,0,
4245,6,26,2200,21.3,0,
4246,6,26,2300,19.6,1,
4247,6,26,2400,17.9,1,
4248,6,27,100,16.4,1,
4249,6,27,200,15,1,
4250,6,27,300,13.8,0,
4251,6,27,400,13,0,
4252,6,27,500,12.4,13,
4253,6,27,600,14.6,159,
4254,6,27,700,17.5,335,
4255,6,27,800,18.5,515,
4256,6,27,900,19.3,678,
4257,6,27,1000,21.3,811,
4258,6,27,1100,24.2,898,
4259,6,27,1200,25.1,940,
4260,6,27,1300,27.2,932,
4261,6,27,1400,28.1,878,
4262,6,27,1500,29.2,772,
4263,6,27,1600,29.8,629,
4264,6,27,1700,29.6,456,
4265,6,27,1800,28.5,274,
4266,6,27,1900,27.2,100,
4267,6,27,2000,23.9,3,
4268,6,27,2100,22.2,0,
4269,6,27,2200,21,1,
4270,6,27,2300,18,1,
4271,6,27,2400,16.7,1,
4272,6,28,100,15.2,1,
4273,6,28,200,14,1,
4274,6,28,300,13.2,0,
4275,6,28,400,12.1,0,
4276,6,28,500,11.8,12,
4277,6,28,600,14.3,162,
4278,6,28,700,16.5,341,
4279,6,28,800,18.8,527,
4280,6,28,900,19.4,696,
4281,6,28,1000,20.7,833,
4282,6,28,1100,23.4,935,
4283,6,28,1200,24.7,977,
4284,6,28,1300,26.3,968,
4285,6,28,1400,27.4,915,
4286,6,28,1500,28.7,803,
4287,6,28,1600,28.6,649,
4288,6,28,1700,28.5,466,
4289,6,28,1800,27.6,280,
4290,6,28,1900,25.7,113,
4291,6,28,2000,22.9,3,
4292,6,28,2100,20.7,1,
4293,6,28,2200,17,1,
4294,6,28,2300,15.1,1,
4295,6,28,2400,13.7,0,
4296,6,29,100,13.4,0,
4297,6,29,200,11.1,0,
4298,6,29,300,11.2,0,
4299,6,29,400,9.5,0,
4300,6,29,500,9.3,11,
4301,6,29,600,12.7,169,
4302,6,29,700,16.1,351,
4303,6,29,800,18.5,536,
4304,6,29,900,19.9,704,
4305,6,29,1000,21.5,838,
4306,6,29,1100,23.8,927,
4307,6,29,1200,25.2,969,
4308,6,29,1300,26.7,960,
4309,6,29,1400,28.2,894,
4310,6,29,1500,29.6,783,
4311,6,29,1600,30.1,630,
4312,6,29,1700,29.8,456,
4313,6,29,1800,29.7,274,
4314,6,29,1900,28.4,106,
4315,6,29,2000,25.5,4,
4316,6,29,2100,24.1,0,
4317,6,29,2200,20.1,1,
4318,6,29,2300,18.9,1,
4319,6,29,2400,17,1,
4320,6,30,100,15.5,1,
4321,6,30,200,14.1,0,
4322,6,30,300,13,0,
4323,6,30,400,12.4,0,
4324,6,30,500,12.3,12,
4325,6,30,600,16.1,160,
4326,6,30,700,19.2,339,
4327,6,30,800,20.4,521,
4328,6,30,900,21.7,684,
4329,6,30,1000,23.4,816,
4330,6,30,1100,25.2,904,
4331,6,30,1200,27.4,942,
4332,6,30,1300,28.6,930,
4333,6,30,1400,30.1,867,
4334,6,30,1500,31.1,825,
4335,6,30,1600,31.5,612,
4336,6,30,1700,30.8,445,
4337,6,30,1800,30.8,261,
4338,6,30,1900,28.8,97,
4339,6,30,2000,25.9,3,
4340,6,30,2100,24.4,0,
4341,6,30,2200,22.8,0,
4342,6,30,2300,21.4,1,
4343,6,30,2400,20.4,1,
4344,7,1,100,18.6,1,
4345,7,1,200,16.8,1,
4346,7,1,300,15.1,1,
4347,7,1,400,14.2,0,
4348,7,1,500,13.3,8,
4349,7,1,600,15.9,147,
4350,7,1,700,16.3,325,
4351,7,1,800,18.9,506,
4352,7,1,900,20,676,
4353,7,1,1000,21.4,817,
4354,7,1,1100,23.3,911,
4355,7,1,1200,24.8,961,
4356,7,1,1300,26.6,955,
4357,7,1,1400,27.4,896,
4358,7,1,1500,29.1,784,
4359,7,1,1600,29.1,630,
4360,7,1,1700,28.6,457,
4361,7,1,1800,27.4,272,
4362,7,1,1900,25.8,106,
4363,7,1,2000,23.4,3,
4364,7,1,2100,21.7,0,
4365,7,1,2200,19.8,1,
4366,7,1,2300,17.9,1,
4367,7,1,2400,16.4,1,
4368,7,2,100,15.5,1,
4369,7,2,200,14.1,1,
4370,7,2,300,13.5,0,
4371,7,2,400,12.1,0,
4372,7,2,500,12.3,11,
4373,7,2,600,14.8,156,
4374,7,2,700,19.5,329,
4375,7,2,800,22.2,512,
4376,7,2,900,22.8,676,
4377,7,2,1000,23.4,808,
4378,7,2,1100,25.4,898,
4379,7,2,1200,26.1,936,
4380,7,2,1300,28.2,922,
4381,7,2,1400,29.8,861,
4382,7,2,1500,31.3,763,
4383,7,2,1600,31.6,614,
4384,7,2,1700,31,442,
4385,7,2,1800,31.2,262,
4386,7,2,1900,29.6,100,
4387,7,2,2000,26.4,4,
4388,7,2,2100,24.9,0,
4389,7,2,2200,22.8,0,
4390,7,2,2300,19.7,1,
4391,7,2,2400,17.6,1,
4392,7,3,100,16.8,1,
4393,7,3,200,15.2,1,
4394,7,3,300,14.6,1,
4395,7,3,400,13.5,0,
4396,7,3,500,13.5,10,
4397,7,3,600,16.5,155,
4398,7,3,700,20.6,331,
4399,7,3,800,21.4,511,
4400,7,3,900,22.7,675,
4401,7,3,1000,24.8,806,
4402,7,3,1100,26.4,895,
4403,7,3,1200,27.9,935,
4404,7,3,1300,29.8,923,
4405,7,3,1400,30.9,864,
4406,7,3,1500,32.3,759,
4407,7,3,1600,32.9,612,
4408,7,3,1700,33.1,444,
4409,7,3,1800,32.3,259,
4410,7,3,1900,31.1,99,
4411,7,3,2000,28.3,2,
4412,7,3,2100,25.9,0,
4413,7,3,2200,23.3,0,
4414,7,3,2300,21.1,1,
4415,7,3,2400,20,1,
4416,7,4,100,18.6,1,
4417,7,4,200,17.7,1,
4418,7,4,300,17,1,
4419,7,4,400,16.3,1,
4420,7,4,500,15.6,20,
4421,7,4,600,17.7,175,
4422,7,4,700,20.7,334,
4423,7,4,800,22.7,483,
4424,7,4,900,24.3,680,
4425,7,4,1000,25.6,817,
4426,7,4,1100,27.1,898,
4427,7,4,1200,29.8,927,
4428,7,4,1300,31.1,928,
4429,7,4,1400,32.8,868,
4430,7,4,1500,33.4,674,
4431,7,4,1600,33.6,555,
4432,7,4,1700,33.4,440,
4433,7,4,1800,32.7,249,
4434,7,4,1900,31.6,89,
4435,7,4,2000,28.2,3,
4436,7,4,2100,25.9,0,
4437,7,4,2200,24.1,0,
4438,7,4,2300,20.7,1,
4439,7,4,2400,20.4,1,
4440,7,5,100,18.7,1,
4441,7,5,200,17.9,1,
4442,7,5,300,17,1,
4443,7,5,400,16.1,1,
4444,7,5,500,14.6,10,
4445,7,5,600,20.2,155,
4446,7,5,700,20.6,335,
4447,7,5,800,23.4,517,
4448,7,5,900,29,724,
4449,7,5,1000,29.1,270,
4450,7,5,1100,30.7,910,
4451,7,5,1200,32.5,948,
4452,7,5,1300,33.3,936,
4453,7,5,1400,33,870,
4454,7,5,1500,33.3,759,
4455,7,5,1600,32.8,611,
4456,7,5,1700,32.4,442,
4457,7,5,1800,31.6,259,
4458,7,5,1900,30.1,97,
4459,7,5,2000,27.3,3,
4460,7,5,2100,24.6,0,
4461,7,5,2200,23.8,0,
4462,7,5,2300,20.8,1,
4463,7,5,2400,19,1,
4464,7,6,100,17.6,1,
4465,7,6,200,16,1,
4466,7,6,300,15.2,0,
4467,7,6,400,14.8,0,
4468,7,6,500,13.5,9,
4469,7,6,600,17.8,156,
4470,7,6,700,22.2,334,
4471,7,6,800,22.1,518,
4472,7,6,900,24.3,683,
4473,7,6,1000,26.4,819,
4474,7,6,1100,28.4,909,
4475,7,6,1200,31.6,949,
4476,7,6,1300,33.4,942,
4477,7,6,1400,34.8,884,
4478,7,6,1500,35.8,768,
4479,7,6,1600,36.5,627,
4480,7,6,1700,36.3,456,
4481,7,6,1800,34.3,268,
4482,7,6,1900,32.2,104,
4483,7,6,2000,29.5,3,
4484,7,6,2100,27.2,0,
4485,7,6,2200,25.5,0,
4486,7,6,2300,21.4,0,
4487,7,6,2400,20.3,1,
4488,7,7,100,18.7,1,
4489,7,7,200,17.5,1,
4490,7,7,300,15.6,1,
4491,7,7,400,15.1,0,
4492,7,7,500,14.4,10,
4493,7,7,600,17.9,154,
4494,7,7,700,21.4,330,
4495,7,7,800,23.4,513,
4496,7,7,900,24.6,681,
4497,7,7,1000,25.7,814,
4498,7,7,1100,28.8,904,
4499,7,7,1200,29.8,941,
4500,7,7,1300,31.6,934,
4501,7,7,1400,32.7,875,
4502,7,7,1500,33.3,769,
4503,7,7,1600,33.4,621,
4504,7,7,1700,33,447,
4505,7,7,1800,32.5,260,
4506,7,7,1900,30.4,100,
4507,7,7,2000,28,2,
4508,7,7,2100,25.9,0,
4509,7,7,2200,21.9,1,
4510,7,7,2300,20.4,1,
4511,7,7,2400,18.8,1,
4512,7,8,100,16.7,1,
4513,7,8,200,15.5,0,
4514,7,8,300,14.3,0,
4515,7,8,400,13.1,0,
4516,7,8,500,12.5,9,
4517,7,8,600,16.5,153,
4518,7,8,700,20.4,330,
4519,7,8,800,21.3,514,
4520,7,8,900,22.6,681,
4521,7,8,1000,25.2,816,
4522,7,8,1100,27.4,908,
4523,7,8,1200,29.2,947,
4524,7,8,1300,30.8,935,
4525,7,8,1400,33.4,879,
4526,7,8,1500,34.6,767,
4527,7,8,1600,34.5,609,
4528,7,8,1700,34.6,443,
4529,7,8,1800,33.8,266,
4530,7,8,1900,31.1,101,
4531,7,8,2000,28.1,3,
4532,7,8,2100,26.6,0,
4533,7,8,2200,23.4,0,
4534,7,8,2300,20.9,1,
4535,7,8,2400,19.3,1,
4536,7,9,100,18.4,1,
4537,7,9,200,17.3,1,
4538,7,9,300,16.1,0,
4539,7,9,400,14.3,0,
4540,7,9,500,14,9,
4541,7,9,600,17.6,147,
4542,7,9,700,20.9,321,
4543,7,9,800,21.6,502,
4544,7,9,900,23.2,672,
4545,7,9,1000,25.4,807,
4546,7,9,1100,26.7,899,
4547,7,9,1200,28.2,942,
4548,7,9,1300,29.5,929,
4549,7,9,1400,30.7,869,
4550,7,9,1500,30.9,763,
4551,7,9,1600,31.3,609,
4552,7,9,1700,31.2,438,
4553,7,9,1800,30.6,261,
4554,7,9,1900,28.7,98,
4555,7,9,2000,26.3,3,
4556,7,9,2100,24.3,1,
4557,7,9,2200,22.6,1,
4558,7,9,2300,20.2,1,
4559,7,9,2400,18.6,1,
4560,7,10,100,17.1,1,
4561,7,10,200,15.3,0,
4562,7,10,300,15.1,0,
4563,7,10,400,14.6,0,
4564,7,10,500,14,8,
4565,7,10,600,17.4,141,
4566,7,10,700,20.5,318,
4567,7,10,800,21.8,498,
4568,7,10,900,22.9,664,
4569,7,10,1000,24.7,799,
4570,7,10,1100,26.1,895,
4571,7,10,1200,27.8,936,
4572,7,10,1300,29.3,934,
4573,7,10,1400,30.1,876,
4574,7,10,1500,31.1,769,
4575,7,10,1600,30.9,617,
4576,7,10,1700,30.5,445,
4577,7,10,1800,29.6,260,
4578,7,10,1900,27.3,97,
4579,7,10,2000,24.6,2,
4580,7,10,2100,23.1,1,
4581,7,10,2200,22.1,1,
4582,7,10,2300,19,1,
4583,7,10,2400,17.5,1,
4584,7,11,100,16.7,1,
4585,7,11,200,14.9,0,
4586,7,11,300,14.2,0,
4587,7,11,400,13.9,0,
4588,7,11,500,12.6,8,
4589,7,11,600,15.8,145,
4590,7,11,700,18.8,319,
4591,7,11,800,19.3,501,
4592,7,11,900,21.9,669,
4593,7,11,1000,22.6,802,
4594,7,11,1100,24.4,891,
4595,7,11,1200,26.2,934,
4596,7,11,1300,28,930,
4597,7,11,1400,29.6,874,
4598,7,11,1500,30.9,767,
4599,7,11,1600,31.1,627,
4600,7,11,1700,31.1,451,
4601,7,11,1800,30.3,263,
4602,7,11,1900,28.6,98,
4603,7,11,2000,25.8,2,
4604,7,11,2100,24.3,0,
4605,7,11,2200,21,1,
4606,7,11,2300,18.9,1,
4607,7,11,2400,17.4,1,
4608,7,12,100,16.4,1,
4609,7,12,200,15.3,0,
4610,7,12,300,14,0,
4611,7,12,400,13.5,0,
4612,7,12,500,12.1,8,
4613,7,12,600,15.7,144,
4614,7,12,700,19.3,319,
4615,7,12,800,19.6,501,
4616,7,12,900,21.8,667,
4617,7,12,1000,24.2,801,
4618,7,12,1100,25.6,889,
4619,7,12,1200,27.4,931,
4620,7,12,1300,29.8,921,
4621,7,12,1400,30.4,863,
4622,7,12,1500,31.4,761,
4623,7,12,1600,32.1,616,
4624,7,12,1700,32.5,443,
4625,7,12,1800,31.6,261,
4626,7,12,1900,30.6,95,
4627,7,12,2000,27.1,2,
4628,7,12,2100,26.3,0,
4629,7,12,2200,23.4,1,
4630,7,12,2300,20.7,1,
4631,7,12,2400,19.9,1,
4632,7,13,100,17.7,1,
4633,7,13,200,16.4,1,
4634,7,13,300,15.6,0,
4635,7,13,400,14.4,0,
4636,7,13,500,14.2,8,
4637,7,13,600,16.2,138,
4638,7,13,700,21.2,311,
4639,7,13,800,21.3,490,
4640,7,13,900,22.6,655,
4641,7,13,1000,24.9,792,
4642,7,13,1100,26.7,883,
4643,7,13,1200,27.9,918,
4644,7,13,1300,29.3,917,
4645,7,13,1400,30.6,855,
4646,7,13,1500,31.4,751,
4647,7,13,1600,31.3,605,
4648,7,13,1700,30.8,435,
4649,7,13,1800,30.9,256,
4650,7,13,1900,29.5,94,
4651,7,13,2000,26.7,2,
4652,7,13,2100,25.1,0,
4653,7,13,2200,22.8,1,
4654,7,13,2300,20.9,1,
4655,7,13,2400,18.7,1,
4656,7,14,100,17.7,1,
4657,7,14,200,16,1,
4658,7,14,300,15.4,0,
4659,7,14,400,14.7,0,
4660,7,14,500,14.4,8,
4661,7,14,600,17.6,135,
4662,7,14,700,20.4,305,
4663,7,14,800,21.3,485,
4664,7,14,900,23.1,650,
4665,7,14,1000,25.6,785,
4666,7,14,1100,26.8,877,
4667,7,14,1200,28.6,919,
4668,7,14,1300,30.4,913,
4669,7,14,1400,31.8,862,
4670,7,14,1500,33.2,754,
4671,7,14,1600,33.6,605,
4672,7,14,1700,33.2,426,
4673,7,14,1800,32.6,253,
4674,7,14,1900,31.1,94,
4675,7,14,2000,28.2,2,
4676,7,14,2100,26.6,0,
4677,7,14,2200,25.6,0,
4678,7,14,2300,22.6,1,
4679,7,14,2400,20.6,1,
4680,7,15,100,19.3,1,
4681,7,15,200,18.4,1,
4682,7,15,300,16.9,1,
4683,7,15,400,16.4,0,
4684,7,15,500,15.5,7,
4685,7,15,600,16.9,132,
4686,7,15,700,20.8,301,
4687,7,15,800,21.8,483,
4688,7,15,900,22.4,649,
4689,7,15,1000,24.3,786,
4690,7,15,1100,27.1,883,
4691,7,15,1200,28.4,928,
4692,7,15,1300,29.9,935,
4693,7,15,1400,30.7,874,
4694,7,15,1500,31.2,773,
4695,7,15,1600,31.2,628,
4696,7,15,1700,31.3,445,
4697,7,15,1800,30.9,256,
4698,7,15,1900,29.1,88,
4699,7,15,2000,26.1,1,
4700,7,15,2100,24.7,1,
4701,7,15,2200,22.5,1,
4702,7,15,2300,20.1,1,
4703,7,15,2400,18.6,1,
4704,7,16,100,16.4,0,
4705,7,16,200,15.1,0,
4706,7,16,300,14.8,0,
4707,7,16,400,13.7,0,
4708,7,16,500,13.1,8,
4709,7,16,600,15.1,134,
4710,7,16,700,19.2,307,
4711,7,16,800,18.4,484,
4712,7,16,900,20.5,658,
4713,7,16,1000,23.1,798,
4714,7,16,1100,24.3,893,
4715,7,16,1200,26.2,941,
4716,7,16,1300,27.6,933,
4717,7,16,1400,28.5,877,
4718,7,16,1500,29.6,780,
4719,7,16,1600,29.8,625,
4720,7,16,1700,29.9,446,
4721,7,16,1800,28.2,255,
4722,7,16,1900,26.6,82,
4723,7,16,2000,24.1,2,
4724,7,16,2100,22.4,1,
4725,7,16,2200,21,1,
4726,7,16,2300,17.7,1,
4727,7,16,2400,15.4,1,
4728,7,17,100,14,0,
4729,7,17,200,13.4,0,
4730,7,17,300,12.5,0,
4731,7,17,400,11.4,0,
4732,7,17,500,10,7,
4733,7,17,600,12.6,127,
4734,7,17,700,17.4,301,
4735,7,17,800,17.9,487,
4736,7,17,900,19.8,657,
4737,7,17,1000,21.3,794,
4738,7,17,1100,22.8,890,
4739,7,17,1200,24.8,935,
4740,7,17,1300,26.4,928,
4741,7,17,1400,28.2,867,
4742,7,17,1500,29.4,762,
4743,7,17,1600,29.8,618,
4744,7,17,1700,29.9,440,
4745,7,17,1800,29.7,253,
4746,7,17,1900,27.3,87,
4747,7,17,2000,24.8,2,
4748,7,17,2100,23.2,1,
4749,7,17,2200,19.7,1,
4750,7,17,2300,17.6,1,
4751,7,17,2400,17.2,1,
4752,7,18,100,15.8,0,
4753,7,18,200,13.8,0,
4754,7,18,300,12.4,0,
4755,7,18,400,12.3,0,
4756,7,18,500,11.3,7,
4757,7,18,600,14.4,130,
4758,7,18,700,18.8,307,
4759,7,18,800,19.3,490,
4760,7,18,900,21.2,660,
4761,7,18,1000,23.5,794,
4762,7,18,1100,25.1,890,
4763,7,18,1200,26.3,927,
4764,7,18,1300,28.4,917,
4765,7,18,1400,29,857,
4766,7,18,1500,29.8,746,
4767,7,18,1600,29.8,596,
4768,7,18,1700,29.4,427,
4769,7,18,1800,28.9,241,
4770,7,18,1900,26.9,80,
4771,7,18,2000,24.6,2,
4772,7,18,2100,23.2,1,
4773,7,18,2200,22,1,
4774,7,18,2300,20,1,
4775,7,18,2400,18.2,1,
4776,7,19,100,16.6,0,
4777,7,19,200,15.8,0,
4778,7,19,300,14.1,0,
4779,7,19,400,13.3,0,
4780,7,19,500,12.7,6,
4781,7,19,600,15.1,121,
4782,7,19,700,17.9,289,
4783,7,19,800,19.1,471,
4784,7,19,900,20.7,641,
4785,7,19,1000,22.7,779,
4786,7,19,1100,23.6,873,
4787,7,19,1200,25.5,917,
4788,7,19,1300,27.3,907,
4789,7,19,1400,28.4,847,
4790,7,19,1500,28.6,752,
4791,7,19,1600,29,602,
4792,7,19,1700,28.7,431,
4793,7,19,1800,28.3,243,
4794,7,19,1900,26.6,80,
4795,7,19,2000,23.8,1,
4796,7,19,2100,22.7,1,
4797,7,19,2200,20.9,1,
4798,7,19,2300,19.7,1,
4799,7,19,2400,17.8,1,
4800,7,20,100,17.2,0,
4801,7,20,200,15,0,
4802,7,20,300,13.7,0,
4803,7,20,400,13.3,0,
4804,7,20,500,12.2,5,
4805,7,20,600,14.6,128,
4806,7,20,700,17.6,299,
4807,7,20,800,19.3,485,
4808,7,20,900,20.2,647,
4809,7,20,1000,21.3,779,
4810,7,20,1100,23.2,874,
4811,7,20,1200,24.8,921,
4812,7,20,1300,27.1,903,
4813,7,20,1400,27.7,850,
4814,7,20,1500,28.6,741,
4815,7,20,1600,28.9,610,
4816,7,20,1700,28.7,433,
4817,7,20,1800,28.3,249,
4818,7,20,1900,27.4,83,
4819,7,20,2000,24.6,1,
4820,7,20,2100,22.9,1,
4821,7,20,2200,21.6,1,
4822,7,20,2300,18.7,1,
4823,7,20,2400,17,1,
4824,7,21,100,16.4,0,
4825,7,21,200,14.6,0,
4826,7,21,300,13.8,0,
4827,7,21,400,13.3,0,
4828,7,21,500,12.3,5,
4829,7,21,600,14.3,124,
4830,7,21,700,18.2,294,
4831,7,21,800,19.8,477,
4832,7,21,900,21.5,643,
4833,7,21,1000,22.2,779,
4834,7,21,1100,24.2,873,
4835,7,21,1200,25.8,918,
4836,7,21,1300,27.5,908,
4837,7,21,1400,28.8,851,
4838,7,21,1500,29.7,749,
4839,7,21,1600,30.7,611,
4840,7,21,1700,30.5,440,
4841,7,21,1800,29.8,249,
4842,7,21,1900,27.8,81,
4843,7,21,2000,25.3,1,
4844,7,21,2100,23.7,1,
4845,7,21,2200,19.7,1,
4846,7,21,2300,18,1,
4847,7,21,2400,17.2,0,
4848,7,22,100,15.8,0,
4849,7,22,200,14.3,0,
4850,7,22,300,13.6,0,
4851,7,22,400,12.4,0,
4852,7,22,500,12.4,5,
4853,7,22,600,15.3,122,
4854,7,22,700,18.3,294,
4855,7,22,800,20.9,477,
4856,7,22,900,23.2,646,
4857,7,22,1000,23.9,783,
4858,7,22,1100,26.3,879,
4859,7,22,1200,27.5,923,
4860,7,22,1300,29.9,917,
4861,7,22,1400,31.6,860,
4862,7,22,1500,32.8,755,
4863,7,22,1600,34.6,604,
4864,7,22,1700,34,424,
4865,7,22,1800,33.3,240,
4866,7,22,1900,31.1,73,
4867,7,22,2000,28.7,1,
4868,7,22,2100,25.9,0,
4869,7,22,2200,24.1,1,
4870,7,22,2300,22.3,1,
4871,7,22,2400,20.2,1,
4872,7,23,100,18.7,1,
4873,7,23,200,17.5,1,
4874,7,23,300,17,0,
4875,7,23,400,16.8,0,
4876,7,23,500,16,5,
4877,7,23,600,17.5,70,
4878,7,23,700,21.8,239,
4879,7,23,800,22.4,196,
4880,7,23,900,25.2,747,
4881,7,23,1000,24.8,322,
4882,7,23,1100,26.4,367,
4883,7,23,1200,28.2,732,
4884,7,23,1300,30.3,902,
4885,7,23,1400,32,855,
4886,7,23,1500,33.7,785,
4887,7,23,1600,34.5,596,
4888,7,23,1700,34.3,412,
4889,7,23,1800,32.8,233,
4890,7,23,1900,30.4,65,
4891,7,23,2000,28.3,1,
4892,7,23,2100,26.3,0,
4893,7,23,2200,25.3,1,
4894,7,23,2300,23.5,1,
4895,7,23,2400,21.7,1,
4896,7,24,100,19.9,1,
4897,7,24,200,19.1,1,
4898,7,24,300,17.9,1,
4899,7,24,400,16.9,0,
4900,7,24,500,16.7,4,
4901,7,24,600,18.6,111,
4902,7,24,700,20.5,225,
4903,7,24,800,22.2,250,
4904,7,24,900,23.9,520,
4905,7,24,1000,24.8,613,
4906,7,24,1100,26.8,826,
4907,7,24,1200,28.8,913,
4908,7,24,1300,31.1,898,
4909,7,24,1400,32.5,839,
4910,7,24,1500,34,731,
4911,7,24,1600,34.4,620,
4912,7,24,1700,34.3,413,
4913,7,24,1800,32.7,235,
4914,7,24,1900,30.8,79,
4915,7,24,2000,28.8,1,
4916,7,24,2100,25.8,0,
4917,7,24,2200,24.4,1,
4918,7,24,2300,22.5,1,
4919,7,24,2400,21.7,1,
4920,7,25,100,23,1,
4921,7,25,200,21.8,1,
4922,7,25,300,20,1,
4923,7,25,400,19.4,1,
4924,7,25,500,19.6,5,
4925,7,25,600,19.5,41,
4926,7,25,700,23.2,300,
4927,7,25,800,25.5,462,
4928,7,25,900,27.7,623,
4929,7,25,1000,29.4,782,
4930,7,25,1100,30.5,863,
4931,7,25,1200,31.7,870,
4932,7,25,1300,33.3,916,
4933,7,25,1400,34.6,759,
4934,7,25,1500,33.9,307,
4935,7,25,1600,34.6,539,
4936,7,25,1700,33.3,153,
4937,7,25,1800,31.8,173,
4938,7,25,1900,30.1,51,
4939,7,25,2000,28.6,1,
4940,7,25,2100,26.9,0,
4941,7,25,2200,24.9,1,
4942,7,25,2300,23.9,1,
4943,7,25,2400,22.3,1,
4944,7,26,100,21.4,1,
4945,7,26,200,21.2,1,
4946,7,26,300,20.4,1,
4947,7,26,400,19.2,1,
4948,7,26,500,18.8,2,
4949,7,26,600,18.8,22,
4950,7,26,700,19.5,36,
4951,7,26,800,20.4,116,
4952,7,26,900,23,262,
4953,7,26,1000,24.8,567,
4954,7,26,1100,27.1,484,
4955,7,26,1200,27.5,479,
4956,7,26,1300,29.8,965,
4957,7,26,1400,31.5,833,
4958,7,26,1500,32.8,721,
4959,7,26,1600,33,574,
4960,7,26,1700,33.1,401,
4961,7,26,1800,32.2,214,
4962,7,26,1900,29.9,57,
4963,7,26,2000,27.9,1,
4964,7,26,2100,26.6,1,
4965,7,26,2200,25.1,1,
4966,7,26,2300,22.1,1,
4967,7,26,2400,20.2,1,
4968,7,27,100,20.1,1,
4969,7,27,200,18.6,0,
4970,7,27,300,17.7,0,
4971,7,27,400,16.9,0,
4972,7,27,500,15.7,3,
4973,7,27,600,18.1,100,
4974,7,27,700,21.2,271,
4975,7,27,800,22.2,452,
4976,7,27,900,23.8,622,
4977,7,27,1000,25.3,758,
4978,7,27,1100,27,847,
4979,7,27,1200,28.8,894,
4980,7,27,1300,29.9,886,
4981,7,27,1400,31.4,829,
4982,7,27,1500,31.8,718,
4983,7,27,1600,33.2,578,
4984,7,27,1700,32.3,407,
4985,7,27,1800,31.9,224,
4986,7,27,1900,29.5,60,
4987,7,27,2000,27.2,1,
4988,7,27,2100,25.5,1,
4989,7,27,2200,22.7,1,
4990,7,27,2300,21.4,1,
4991,7,27,2400,19.8,1,
4992,7,28,100,19,0,
4993,7,28,200,17.8,0,
4994,7,28,300,16.1,0,
4995,7,28,400,15.6,0,
4996,7,28,500,15,3,
4997,7,28,600,16.6,100,
4998,7,28,700,20.5,270,
4999,7,28,800,21.8,453,
5000,7,28,900,22.4,621,
5001,7,28,1000,24.7,758,
