94040	2017	1001	0	2011	0	3001	0	1161	0	5161	0	5162	0	9213	0	9301	0	9391	0	9381	0
1	1	933	11	265	11	837	11	989	11	-5849	11	8629	11	0.1	11	-0.3	11	2.5	11	-2.2	11
2	1	1589	11	1863	11	996	11	2085	11	-5758	11	24809	11	0.7	11	0.1	11	3.5	11	-3.3	11
3	1	421	11	0	11	418	11	443	11	-5739	11	0	11	0.2	11	-0.4	11	2.1	11	-1.4	11
4	1	1998	11	4200	11	476	11	2922	11	-5779	11	0	11	0.2	11	0.0	11	2.9	11	-4.9	11
5	1	2419	13	6640	23	244	23	4038	23	-5693	11	196	11	1.6	11	-4.0	11	0.5	11	-9.2	11
6	1	1829	11	3013	11	857	11	2737	11	-5774	11	538	11	0.5	11	-4.2	11	2.4	11	-9.6	11
7	1	1403	11	1286	11	863	11	1805	11	-5856	11	20586	11	3.0	11	5.0	11	10.2	11	1.3	11
8	1	497	11	67	11	470	11	513	11	-5911	11	3974	11	1.5	11	9.0	11	11.7	11	4.1	11
9	1	1022	11	101	11	974	11	1077	11	-5875	11	12272	11	0.5	11	2.9	11	6.6	11	0	11
10	1	437	11	4	11	427	11	432	11	-5811	11	2039	11	0.6	11	3.7	11	7.5	11	0.1	11
11	1	1417	11	625	11	1201	11	1635	11	-5815	11	19697	11	0.1	11	3.4	11	6.5	11	-0.4	11
12	1	2416	11	5798	11	314	11	3910	11	-5865	11	49582	11	0.2	11	0.8	11	5	11	-3	11
13	1	2128	11	3368	11	756	11	3090	11	-5851	11	40466	11	0.2	11	-0.7	11	3	11	-3.5	11
14	1	2443	11	5454	11	444	11	3869	11	-5754	11	49268	11	0.3	11	0.3	11	10	11	-3.8	11
15	1	2571	11	6551	13	297	11	4122	11	-5818	11	51303	11	0.1	11	0.6	11	7.2	11	-3.3	11
16	1	2217	11	3938	11	743	11	3279	11	-5912	11	40858	11	0.2	11	1.8	11	10.5	11	-2.4	11
17	1	1041	11	191	11	959	11	1162	11	-5822	11	13475	11	2.0	11	6.2	11	13.1	11	-1.7	11
18	1	503	11	0	11	495	11	489	11	-5818	11	3617	11	3.1	11	6.5	11	10	11	4.4	11
19	1	2378	11	4297	11	713	11	3552	11	-5818	11	43885	11	0.9	11	5.7	11	11.4	11	2.1	11
20	1	1614	11	844	11	1288	11	1972	11	-5858	11	24227	11	1.8	11	6.4	11	9.7	11	4.3	11
21	1	1690	11	1573	11	1139	11	2154	11	-5831	11	26013	11	1.8	11	6.6	11	9	11	4	11
22	1	2017	11	2702	11	1024	11	2748	11	-5812	11	34534	11	1.6	11	5.2	11	8.4	11	0.6	11
23	1	2431	11	4339	11	942	11	3521	11	-5793	11	44581	11	0.7	11	2.1	11	7.8	11	-2.5	11
24	1	2848	23	7227	23	254	11	4490	13	-5757	11	56275	11	0.2	11	0.5	11	7	11	-4.7	11
25	1	962	11	5	11	956	11	953	11	-5854	11	9615	11	0.1	11	1.4	11	4.5	11	-1.6	11
26	1	2562	11	5005	11	542	11	3874	11	-5903	11	48827	11	0.2	11	2.5	11	8.3	11	-1.5	11
27	1	2853	11	5922	11	620	11	4331	11	-5874	11	54746	11	0.8	11	3.5	11	12.2	11	-2.3	11
28	1	2300	11	1782	11	1660	11	2893	11	-5840	11	36398	11	0.2	11	2.7	11	9.4	11	-2.3	11
29	1	2354	11	2028	11	1467	11	3037	11	-5836	11	39524	11	0.2	11	2.6	11	9.5	11	-2.3	11
30	1	3066	11	7351	11	295	11	4702	11	-5830	11	57767	11	0.2	11	2.5	11	11	11	-3.8	11
31	1	1896	11	512	11	1647	11	2163	11	-5902	11	27059	11	0.3	11	4.9	11	11	11	0	11
32	2	1198	11	119	11	1143	11	1251	11	-5886	11	13491	11	0.9	11	7.0	11	13.0	11	0.7	11
33	2	2178	11	2057	11	1327	11	2838	11	-5896	11	35279	11	3.1	11	11.1	11	14.3	11	8.4	11
34	2	1907	11	1615	11	1151	11	2449	11	4781	11	30644	11	1.3	11	10.1	11	14.6	11	7.0	11
35	2	1995	11	950	11	1517	11	2410	11	6191	11	29732	11	1.3	11	9.7	11	14.1	11	6.2	11
36	2	2814	11	4532	11	874	11	4006	11	14584	11	50030	11	2.6	11	10.3	11	14.4	11	7.2	11
37	2	1715	11	476	11	1588	11	1783	11	2715	11	21312	11	0.3	11	5.6	11	8.1	11	3.3	11
38	2	1879	11	1458	11	1272	11	2307	11	5659	11	26673	11	0.5	11	6.3	11	14.5	11	1.8	11
39	2	1577	11	159	11	1490	11	1695	11	2673	11	20794	11	2.0	11	11.2	11	14.6	11	4.0	11
40	2	888	11	10	11	875	11	874	11	-2130	11	8625	11	1.1	11	11.2	11	15.1	11	5.0	11
41	2	1748	11	269	11	1625	11	1860	11	3557	11	22658	11	0.3	11	4.8	11	8.5	11	1.0	11
42	2	3459	11	6579	11	519	11	4975	11	20581	11	62841	11	0.3	11	3.0	11	8.5	11	-0.4	11
43	2	3291	11	4411	11	1248	11	4407	11	17424	11	57175	11	0.3	11	3.9	11	11.4	11	-2.1	11
44	2	2466	11	1674	11	1809	11	2918	11	8905	11	33982	11	0.4	11	7.1	11	15.1	11	2.8	11
45	2	3408	11	4592	11	1400	11	4544	11	16941	11	56836	11	1.6	11	10.6	11	18.7	11	0.1	11
46	2	1801	11	844	11	1348	11	2043	11	4160	11	24441	11	3.6	11	14.7	11	17.0	11	9.4	11
47	2	3219	11	3954	11	1383	11	4168	11	15843	11	51276	11	1.3	11	9.0	11	14.5	11	4.7	11
48	2	885	11	0	11	881	11	862	11	-2332	11	8199	11	0.1	11	5.3	11	8.6	11	3.2	11
49	2	1681	11	350	11	1469	11	1832	11	3232	11	22077	11	0.1	11	6.6	11	10.1	11	3.9	11
50	2	2411	11	911	11	1985	11	2736	11	8463	11	34905	11	0.7	11	6.2	11	9.6	11	1.4	11
51	2	3491	11	5895	11	757	11	4745	11	17823	11	58954	11	1.3	11	10.0	11	17.2	11	5.3	11
52	2	2397	11	1412	11	1761	11	2720	11	7896	11	31590	11	0.8	11	7.1	11	13.0	11	2.8	11
53	2	1556	11	1061	11	1066	11	1735	11	-871	11	10068	11	0.1	11	1.7	11	4.4	11	-0.2	11
54	2	3692	11	4438	11	1471	11	4409	11	8061	11	29871	11	0.2	11	1.2	11	6.6	11	-1.6	11
55	2	2858	11	3683	11	1417	11	3566	11	11780	11	44743	11	0.4	11	1.7	11	6.3	11	-3.3	11
56	2	4260	11	7838	11	516	11	5788	11	24160	11	72144	11	0.4	11	2.2	11	8.2	11	-2.7	11
57	2	1707	11	528	11	1466	11	1845	11	3269	11	21162	11	0.3	11	0.9	11	7.4	11	-3.7	11
58	2	2213	11	811	11	1821	11	2412	11	6176	11	29975	11	0.2	11	2.3	11	6.6	11	-0.3	11
59	2	2436	11	1064	11	1936	11	2666	11	7841	11	31530	11	0.2	11	4.3	11	9.2	11	1.1	11
60	3	4500	11	8429	11	541	11	5941	11	25136	11	73015	11	0.3	11	3.6	11	11.1	11	-2.7	11
61	3	4220	11	5653	11	1457	11	5369	11	21646	11	66784	11	0.3	11	5.0	11	13.8	11	-2.6	11
62	3	1755	11	247	11	1611	11	1833	11	3344	11	21375	11	0.2	11	4.3	11	9.1	11	0.0	11
63	3	2395	11	752	11	1957	11	2643	11	7895	11	32770	11	0.5	11	5.4	11	11.9	11	0.4	11
64	3	3969	11	3244	11	2424	11	4492	11	17068	11	51695	11	0.6	11	1.7	11	6.1	11	-2.4	11
65	3	1419	11	29	11	1392	11	1313	11	-107	11	13548	11	0.1	11	2.4	11	5.3	11	-0.9	11
66	3	1413	11	49	11	1378	11	1443	11	1112	11	16369	11	0.2	11	5.6	11	11.1	11	1.9	11
67	3	2010	11	120	11	1923	11	2068	11	4583	11	25613	11	0.1	11	8.1	11	13.4	11	4.5	11
68	3	1491	11	38	11	1462	11	1462	11	995	11	16251	11	0.1	11	10.2	11	13.7	11	8.1	11
69	3	4686	11	7255	11	753	11	5928	11	24401	11	69309	11	0.3	11	11.7	11	18.2	11	5.5	11
70	3	2975	11	1533	11	2088	11	3334	11	10668	11	40266	11	0.3	11	9.2	11	16.4	11	3.6	11
71	3	5052	11	8245	11	861	11	6372	11	26396	11	74973	11	0.5	11	10.8	11	19.1	11	4.4	11
72	3	3814	11	3283	11	2370	11	4381	11	15828	11	53686	11	0.3	11	10.7	11	19.0	11	2.9	11
73	3	3718	11	2121	11	2571	11	4172	11	15220	11	51843	11	0.4	11	12.3	11	18.9	11	6.0	11
74	3	1738	11	97	11	1663	11	1791	11	2824	11	0	11	0.4	11	11.8	11	16.0	11	9.8	11
75	3	2908	11	695	11	2501	11	3181	11	10333	11	0	11	0.5	11	10.1	11	14.6	11	6.5	11
76	3	2493	11	834	11	1905	11	2735	11	7596	11	0	11	0.6	11	9.1	11	14.5	11	2.9	11
77	3	2583	11	377	11	2337	11	2712	11	7975	11	0	11	1.1	11	13.2	11	17.6	11	9.3	11
78	3	2634	11	470	11	2325	11	2782	11	8325	11	0	11	0.2	11	11.3	11	15.5	11	8.2	11
79	3	2207	11	359	11	2047	11	2253	11	5099	11	0	11	1.8	11	13.0	11	18.4	11	9.7	11
80	3	4475	11	4283	11	1738	11	5282	11	20552	11	0	11	1.4	11	12.1	11	19.6	11	6.8	11
81	3	3231	11	1510	11	2267	11	3575	11	12646	11	0	11	0.5	11	8.1	11	12.6	11	5.5	11
82	3	4545	11	4791	11	1842	11	5404	11	21684	11	0	11	1.3	11	9.1	11	16.5	11	0.9	11
83	3	2704	11	847	11	2104	11	2915	11	9186	11	34921	11	1.9	11	8.2	11	11.6	11	3.9	11
84	3	3532	11	1999	11	2653	11	3886	11	13695	11	46367	11	0.5	11	7.4	11	13.5	11	1.4	11
85	3	2384	11	190	11	2250	11	2423	11	6563	11	30622	11	1.1	11	7.5	11	11.7	11	3.4	11
86	3	3825	11	2400	11	2182	11	4321	11	16719	11	54402	11	0.4	11	7.4	11	12.6	11	3.3	11
87	3	4411	11	3107	11	2845	11	4888	11	18912	11	55394	11	0.3	11	9.6	11	17.1	11	3.1	11
88	3	1595	11	51	11	1564	11	1558	11	1358	11	16913	11	0.4	11	9.9	11	12.4	11	8.2	11
89	3	2995	11	1408	11	2092	11	3223	11	10889	11	38590	11	1.2	11	6.6	11	10.5	11	3.6	11
90	3	6004	11	9002	11	835	11	7145	11	30772	11	85406	11	0.5	11	8.1	11	16.4	11	0.5	11
91	4	5333	11	4931	11	2232	11	6249	11	26074	11	74602	11	0.9	11	11.7	11	20.2	11	2.9	11
92	4	6219	11	8318	11	1053	11	7312	11	31172	11	84383	11	1.1	11	11.3	11	16.6	11	3.4	11
93	4	6198	13	8390	13	1211	11	7307	11	31167	11	87570	11	0.6	11	7.9	11	16.3	11	-0.6	11
94	4	3576	11	706	11	3127	11	3741	11	12928	11	45428	11	0.3	11	11.7	11	18.8	11	5.5	11
95	4	3105	11	776	11	2561	11	3238	11	10062	11	38832	11	1.5	11	14.4	11	21.3	11	8.5	11
96	4	4421	11	2817	11	2457	11	4852	11	19163	11	59679	11	3.4	11	11.2	11	16.4	11	6.1	11
97	4	5730	11	4994	11	2605	11	6440	11	27456	11	81404	11	1.8	11	8.7	11	13.8	11	3.7	11
98	4	4004	11	2905	11	2383	11	4331	11	16129	11	51111	11	0.5	11	5.8	11	10.9	11	0.8	11
99	4	4736	11	2156	11	3163	11	5084	11	20317	11	64906	11	1.1	11	6.6	11	15.2	11	-2.1	11
100	4	6195	11	7792	11	1740	11	7051	11	29724	11	81845	11	0.5	11	7.9	11	14.1	11	0.6	11
101	4	3570	11	1148	11	2911	11	3683	11	12980	11	42522	11	1.6	11	10.0	11	15.8	11	4.4	11
102	4	2315	11	73	11	2260	11	2308	11	5616	11	27881	11	1.5	11	10.2	11	14.9	11	4	11
103	4	3559	11	1189	11	2804	11	3703	11	13515	11	46579	11	0.5	11	5.5	11	11.3	11	1	11
104	4	4560	11	3222	11	2619	11	4883	11	19466	11	60462	11	0.4	11	5.9	11	11.1	11	0	11
105	4	6594	11	8215	11	1576	11	7352	11	31595	11	84718	11	0.5	11	7.9	11	17.8	11	-1	11
106	4	3781	11	2259	11	2568	11	4019	11	14642	11	44983	11	1.3	11	9.7	11	16.8	11	3.8	11
107	4	3739	11	1369	11	2680	11	3867	11	13593	11	45942	11	1.3	11	10.5	11	17.1	11	2.8	11
108	4	5601	11	5406	11	2156	11	6198	11	24938	11	69502	11	0.4	11	11.4	11	17.7	11	5.7	11
109	4	3252	11	1181	11	2600	11	3310	11	10600	11	40663	11	0.7	11	9.1	11	16.6	11	4.3	11
110	4	5284	11	5354	11	2261	11	5644	11	22357	11	63014	11	0.4	11	9.0	11	16	11	3.8	11
111	4	6989	11	9293	11	955	11	7756	11	32629	11	90934	11	0.7	11	12.4	11	23.8	11	0.9	11
112	4	5483	11	2987	11	3374	11	5870	11	23793	11	72073	11	1.1	11	13.8	11	19.1	11	8.9	11
113	4	4950	11	2834	11	3312	11	5188	11	20084	11	63710	11	0.6	11	10.9	11	16.2	11	4.8	11
114	4	4359	11	1792	11	3015	11	4546	11	17079	11	55615	11	0.9	11	9.4	11	15.7	11	6.2	11
115	4	2717	11	8	11	2681	11	2635	11	7106	11	31567	11	0.5	11	9.7	11	15	11	5.8	11
116	4	2174	11	28	11	2112	11	2078	11	4560	11	25299	11	0.7	11	9.9	11	12.9	11	6.4	11
117	4	6598	11	6483	11	2542	11	7086	11	29947	11	82356	11	1.0	11	8.5	11	13.9	11	1.8	11
118	4	7677	11	11290	11	698	11	8334	11	35988	11	94850	11	0.9	11	9.2	11	16.1	11	2.5	11
119	4	7251	23	9290	23	1420	11	7813	13	33012	11	89566	11	0.7	11	12.0	11	21.3	11	1.3	11
120	4	6844	11	8051	11	1454	11	7412	11	30614	11	80141	11	0.6	11	13.4	11	20.2	11	6.9	11
121	5	5879	11	5741	11	2506	11	6131	11	24785	11	71136	11	0.6	11	14.2	11	22.1	11	4	11
122	5	7149	11	8990	11	1110	11	7690	11	32127	11	84199	11	0.6	11	17.4	11	24.1	11	12.6	11
123	5	7540	23	11291	23	499	11	8059	13	32483	11	85899	11	0.6	11	19.9	11	30.6	11	9.7	11
124	5	6069	11	6724	11	1635	11	6433	11	24836	11	72901	11	0.6	11	20.7	11	31.6	11	12.5	11
125	5	3061	11	1688	11	2361	11	2928	11	-5921	11	35072	11	1.0	11	10.6	11	16.1	11	5.9	11
126	5	3306	11	68	11	3227	11	3260	11	-5915	11	40036	11	1.1	11	8.1	11	12.6	11	4	11
127	5	7656	13	10058	13	1481	11	8073	13	-5844	11	91844	11	0.8	11	10.1	11	19.2	11	-0.2	11
128	5	7849	11	10677	11	1005	11	8259	11	3238	11	92370	11	0.6	11	13.9	11	23.7	11	2.8	11
129	5	7842	11	10694	11	1100	11	8222	11	33964	11	90502	11	0.6	11	15.7	11	25.9	11	4.8	11
130	5	7509	11	9404	11	981	11	7958	11	33258	11	89867	11	0.9	11	17.1	11	26.4	11	6.7	11
131	5	4932	11	2523	11	3502	11	4873	11	18293	11	53255	11	1.1	11	11.9	11	20.1	11	6.1	11
132	5	5184	11	3368	11	2751	11	5314	11	20926	11	60431	11	0.7	11	8.4	11	14.2	11	4	11
133	5	5314	11	3140	11	3315	11	5388	11	21443	11	61727	11	0.6	11	8.3	11	13.5	11	3.5	11
134	5	7221	11	6979	11	1811	11	7685	11	33211	11	89722	11	0.9	11	10.1	11	16.2	11	5.3	11
135	5	7017	11	6774	11	1931	11	7390	11	31254	11	83691	11	0.8	11	12.0	11	18	11	6.9	11
136	5	3722	11	1705	11	2587	11	3741	11	12720	11	39297	11	0.7	11	9.2	11	15.8	11	6.2	11
137	5	7671	11	9104	11	1708	11	7856	11	33621	11	87280	11	0.7	11	9.9	11	16.6	11	2.8	11
138	5	8228	23	11941	23	558	23	8427	13	35950	11	93592	11	0.6	11	13.5	11	23.5	11	2.6	11
139	5	8230	11	12159	11	477	11	8394	11	35296	11	91406	11	0.7	11	17.1	11	26.7	11	6.3	11
140	5	8247	23	12058	23	545	23	8393	11	35235	11	91568	11	0.8	11	17.2	11	26.2	11	6.8	11
141	5	7885	11	9751	11	1468	11	8013	11	32654	11	88521	11	0.6	11	18.7	11	30.2	11	5.9	11
142	5	8195	11	11709	23	694	23	8317	11	33297	11	85410	11	0.6	11	22.4	11	33.7	11	10.1	11
143	5	8056	11	11129	11	888	11	8169	11	32602	11	84830	11	0.9	11	24.0	11	33.7	11	12.9	11
144	5	8295	11	11348	11	980	11	8457	11	35358	11	92044	11	1.2	11	17.3	11	24.4	11	9.1	11
145	5	8441	11	12368	11	535	11	8522	11	35727	11	92945	11	0.8	11	15.1	11	24.2	11	4.6	11
146	5	8398	11	11984	11	633	11	8506	11	34991	11	90786	11	0.7	11	17.7	11	27.1	11	6.4	11
147	5	8360	11	11952	11	609	11	8454	11	33530	11	87159	11	0.6	11	21.1	11	31.9	11	10.1	11
148	5	8304	11	11401	11	781	11	8397	11	33491	11	87557	11	0.8	11	22.5	11	32.1	11	12.3	11
